,"Scalar B, nT","SW Plasma Temperature, K","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Alpha/Prot. ratio,Flow pressure,Kp index,R (Sunspot No.),"Dst-index, nT",f10.7_index
1980-02-18,7.5,41788.0,4.6,333.0,0.07368000000000001,1.02,23.0,173.0,-43.0,180.0
1980-02-19,4.3,33932.0,4.4,334.0,0.06796999999999995,0.97,17.0,183.0,-29.0,177.3
1980-02-20,6.3,34495.0,8.8,327.0,0.128,1.95,17.0,177.0,-13.0,174.7
1980-02-21,7.8,51102.0,8.9,314.0,0.059,1.78,10.0,161.0,-3.0,169.6
1980-02-22,9.7,52220.0,11.5,316.0,0.05,2.37,10.0,140.0,8.0,167.3
1980-02-23,9.3,44122.0,10.4,321.0,0.113,2.27,20.0,142.0,-4.0,160.1
1980-02-24,5.3,27302.0,10.3,305.0,0.045,1.93,17.0,164.0,-11.0,157.2
1980-02-25,8.0,44045.0,17.7,325.0,0.05,3.83,23.0,171.0,-4.0,165.7
1980-02-26,11.4,144004.89,5.3,459.0,0.07372000000000002,2.06,27.0,215.0,-21.0,169.0
1980-02-27,5.9,172166.28,1.6,563.0,0.05726,1.01,30.0,248.0,-18.0,173.2
1980-02-28,4.6,103482.26,2.4,455.0,0.05805,0.98,23.0,279.0,-16.0,171.7
1980-02-29,4.0,88652.82,2.2,422.0,0.06680000000000003,0.78,17.0,256.0,-13.0,176.7
1980-03-01,2.7,37336.57,3.0,329.0,0.05376000000000006,0.67,7.0,256.0,-3.0,175.7
1980-03-02,2.6,28657.0,5.1,305.0,0.041,0.94,7.0,238.0,4.0,172.9
1980-03-03,4.5,18914.0,9.2,285.0,0.048,1.5,10.0,214.0,5.0,170.2
1980-03-04,7.1,33233.0,7.5,302.0,0.089,1.45,13.0,193.0,5.0,172.7
1980-03-05,7.0,81728.0,6.7,320.0,0.125,1.52,17.0,184.0,-4.0,171.8
1980-03-06,8.3,87901.0,5.7,401.0,0.068,1.87,23.0,187.0,2.0,169.4
1980-03-07,5.0,90646.0,4.6,414.0,0.068,1.61,17.0,170.0,0.0,166.3
1980-03-08,4.9,93318.0,4.5,404.0,0.072,1.47,17.0,143.0,-2.0,164.9
1980-03-09,4.7,77947.0,4.0,375.0,0.06265000000000001,1.12,17.0,146.0,-1.0,161.3
1980-03-10,5.4,53913.08,3.7,366.0,0.05311,0.99,10.0,98.0,3.0,153.9
1980-03-11,4.7,53652.03,3.5,356.0,0.03830000000000001,0.88,10.0,95.0,6.0,147.8
1980-03-12,6.3,58493.1,3.2,368.0,0.06265999999999998,0.84,3.0,99.0,7.0,138.6
1980-03-13,6.8,71567.74,3.8,363.0,0.06588,0.97,17.0,101.0,10.0,144.6
1980-03-14,4.1,53096.64,2.6,372.0,0.04621999999999998,0.7,13.0,96.0,1.0,141.2
1980-03-15,3.7,40084.0,5.2,309.0,0.038,0.97,3.0,74.0,6.0,139.3
1980-03-16,5.0,45604.0,9.2,316.0,0.043,1.78,13.0,51.0,16.0,137.3
1980-03-17,5.1,89519.0,7.5,339.0,0.053,1.76,13.0,95.0,12.0,142.9
1980-03-18,4.7,35511.0,8.0,310.0,0.034,1.46,10.0,89.0,12.0,147.4
1980-03-19,9.5,53780.0,15.4,353.0,0.023,3.92,20.0,169.0,18.0,162.3
1980-03-20,14.9,43430.0,4.2,332.0,0.093,0.92,13.0,153.0,12.0,162.1
1980-03-21,10.2,152141.0,11.5,295.0,0.06377,2.02,33.0,149.0,-31.0,162.4
1980-03-22,6.4,51291.65,12.1,338.0,0.06109999999999999,2.8,30.0,184.0,-28.0,162.5
1980-03-23,4.0,32584.07,6.3,295.0,0.06223999999999998,1.13,13.0,211.0,-13.0,172.4
1980-03-24,5.6,28053.69,8.1,277.0,0.06003999999999999,1.24,10.0,248.0,-2.0,172.4
1980-03-25,7.8,37197.33,17.5,275.0,0.05831999999999998,2.6,13.0,249.0,10.0,182.5
1980-03-26,10.4,128857.55,6.6,424.0,0.07733,2.3,40.0,270.0,-50.0,185.2
1980-03-27,3.7,65110.26,2.0,400.0,0.06518999999999998,0.61,17.0,290.0,-28.0,195.3
1980-03-28,2.9,35603.0,6.7,378.0,0.062399999999999976,2.0,17.0,313.0,-7.0,203.5
1980-03-29,5.4,45461.0,5.1,354.0,0.047,1.27,20.0,270.0,-8.0,199.9
1980-03-30,6.3,38017.0,5.1,333.0,0.07,1.2,23.0,258.0,-27.0,194.3
1980-03-31,10.3,84132.0,8.1,387.0,0.087,2.71,33.0,246.0,-22.0,187.2
1980-04-01,7.4,86167.0,1.4,368.0,0.123,0.45,10.0,238.0,-23.0,181.9
1980-04-02,7.1,55810.08,2.0,376.0,0.07712,0.6,7.0,205.0,-13.0,181.1
1980-04-03,7.9,71436.0,4.8,377.0,0.068,1.4,17.0,188.0,2.0,176.1
1980-04-04,7.7,126133.27,1.8,452.0,0.07757000000000001,0.75,23.0,174.0,0.0,184.3
1980-04-05,5.8,140779.1,1.4,531.0,0.061389999999999965,0.81,17.0,218.0,-1.0,209.7
1980-04-06,7.3,215498.11,2.6,558.0,0.06714999999999997,1.86,33.0,253.0,-1.0,238.4
1980-04-07,4.8,119456.0,2.5,489.0,0.05025999999999998,1.14,30.0,275.0,-14.0,236.1
1980-04-08,6.1,136495.89,3.7,481.0,0.059389999999999984,1.72,30.0,282.0,-7.0,241.7
1980-04-09,9.4,81262.0,7.6,492.0,0.076,4.13,33.0,324.0,-24.0,244.7
1980-04-10,7.5,62388.0,6.2,406.0,0.12,2.48,33.0,303.0,-35.0,249.0
1980-04-11,9.7,177600.0,3.4,472.0,0.075,1.54,40.0,347.0,-37.0,249.9
1980-04-12,6.2,270479.0,2.5,552.0,0.076,1.49,40.0,355.0,-45.0,245.6
1980-04-13,4.8,152050.0,1.4,534.0,0.012,0.76,30.0,357.0,-46.0,232.8
1980-04-14,3.5,95034.0,3.3,425.0,0.086,1.18,20.0,287.0,-22.0,226.3
1980-04-15,6.4,209764.0,6.1,427.0,0.08,2.31,33.0,258.0,-32.0,206.1
1980-04-16,4.3,84337.2,4.9,419.0,0.06579999999999998,1.71,27.0,218.0,-25.0,192.4
1980-04-17,4.1,63519.07,4.5,397.0,0.06892000000000008,1.43,23.0,178.0,-17.0,191.9
1980-04-18,2.1,49515.48,4.8,349.0,0.06691000000000007,1.17,10.0,180.0,-8.0,201.4
1980-04-19,4.8,42405.63,9.0,325.0,0.06423999999999999,1.9,13.0,190.0,5.0,214.5
1980-04-20,5.5,41539.61,7.2,317.0,0.07338000000000001,1.46,17.0,232.0,-2.0,215.8
1980-04-21,3.2,17312.0,14.3,319.0,0.06,2.96,13.0,202.0,5.0,207.7
1980-04-22,6.9,27140.0,20.6,319.0,0.028,4.09,20.0,173.0,14.0,199.2
1980-04-23,5.7,29438.0,16.0,319.0,0.037,3.17,17.0,135.0,10.0,186.2
1980-04-24,4.9,28857.0,8.2,308.0,0.055,1.55,17.0,159.0,-3.0,186.3
1980-04-25,6.5,46187.0,14.2,309.0,0.06,2.74,20.0,188.0,0.0,185.9
1980-04-26,6.6,42484.0,6.4,324.0,0.093,1.5,13.0,225.0,-1.0,186.6
1980-04-27,6.4,53025.0,6.6,337.0,0.092,1.6,13.0,212.0,10.0,200.6
1980-04-28,5.7,72609.0,5.7,352.0,0.075,1.46,13.0,211.0,8.0,203.7
1980-04-29,6.3,66507.18,6.4,349.0,0.07311999999999996,1.55,17.0,205.0,12.0,203.5
1980-04-30,7.3,60433.13,6.6,351.0,0.06180999999999995,1.62,20.0,195.0,7.0,200.9
1980-05-01,6.7,84823.87,4.0,386.0,0.06568000000000002,1.2,20.0,171.0,8.0,218.5
1980-05-02,5.4,76421.85,3.2,387.0,0.06769000000000004,0.95,10.0,211.0,10.0,223.0
1980-05-03,4.7,52636.12,2.2,384.0,0.05303000000000003,0.65,7.0,198.0,11.0,221.2
1980-05-04,3.6,27829.0,3.3,335.0,0.043,0.73,10.0,235.0,9.0,223.1
1980-05-05,6.3,34866.0,12.1,330.0,0.062,2.86,17.0,272.0,20.0,221.9
1980-05-06,5.9,59297.0,7.6,358.0,0.08,2.04,27.0,205.0,-10.0,203.5
1980-05-07,5.6,57964.0,13.1,350.0,0.045,3.25,20.0,208.0,6.0,203.4
1980-05-08,7.3,35423.0,7.3,347.0,0.018,1.61,17.0,222.0,-8.0,200.2
1980-05-09,10.4,59005.0,5.3,411.0,0.036,1.74,33.0,238.0,-14.0,193.6
1980-05-10,14.7,39865.0,9.6,387.0,0.043,2.88,20.0,204.0,10.0,191.1
1980-05-11,11.4,129853.0,9.8,522.0,0.077,4.88,43.0,201.0,-18.0,191.4
1980-05-12,5.5,163786.16,3.0,576.0,0.05978,2.01,37.0,202.0,-45.0,189.5
1980-05-13,5.7,179992.64,3.3,528.0,0.05340999999999998,1.82,27.0,212.0,-20.0,192.9
1980-05-14,4.7,142210.16,1.8,549.0,0.04498999999999997,1.04,30.0,235.0,-34.0,202.9
1980-05-15,3.4,93321.03,2.1,426.0,0.06722000000000002,0.63,13.0,210.0,-19.0,199.8
1980-05-16,3.4,36850.51,2.4,317.0,0.05513000000000006,0.45,7.0,210.0,-11.0,202.9
1980-05-17,3.6,38614.0,2.6,324.0,0.051,0.55,7.0,245.0,-3.0,207.5
1980-05-18,3.9,18141.0,5.4,312.0,0.067,1.1,10.0,304.0,4.0,214.3
1980-05-19,6.7,26222.0,11.4,301.0,0.071,2.2,17.0,309.0,3.0,234.2
1980-05-20,4.5,40283.0,11.8,299.0,0.051,2.1,13.0,326.0,0.0,244.7
1980-05-21,5.9,21524.0,14.7,296.0,0.024,2.43,10.0,330.0,18.0,252.6
1980-05-22,8.5,26436.0,17.9,306.0,0.029,3.23,17.0,346.0,22.0,276.6
1980-05-23,6.4,16373.0,10.0,287.0,0.09,1.77,23.0,348.0,5.0,289.5
1980-05-24,6.9,35564.76,15.3,288.0,0.048919999999999984,2.63,23.0,363.0,-10.0,290.2
1980-05-25,12.2,120198.65,14.9,400.0,0.11572999999999997,4.77,37.0,324.0,-66.0,292.8
1980-05-26,6.0,80606.43,5.0,383.0,0.07031000000000004,1.48,17.0,312.0,-45.0,284.2
1980-05-27,5.1,55055.62,4.6,354.0,0.061160000000000006,1.15,17.0,316.0,-20.0,281.2
1980-05-28,6.5,44124.28,7.0,336.0,0.06332000000000003,1.59,10.0,269.0,-1.0,280.8
1980-05-29,6.0,50148.0,9.5,320.0,0.075,2.18,13.0,262.0,4.0,252.3
1980-05-30,9.8,60277.0,8.6,348.0,0.039,2.04,23.0,212.0,5.0,222.7
1980-05-31,7.3,31338.0,6.6,350.0,0.052,1.67,30.0,195.0,-13.0,200.6
1980-06-01,9.9,62535.0,5.4,366.0,0.076,1.59,37.0,215.0,-42.0,191.2
1980-06-02,3.8,33889.0,10.3,334.0,0.068,2.4,17.0,176.0,-18.0,184.0
1980-06-03,5.6,36625.0,14.0,312.0,0.052,2.75,23.0,181.0,-8.0,178.8
1980-06-04,10.0,67005.0,13.6,335.0,0.052,3.01,13.0,200.0,10.0,181.5
1980-06-05,9.7,90825.81,1.6,403.0,0.10781999999999999,0.52,10.0,212.0,-3.0,178.4
1980-06-06,8.4,96290.64,9.4,387.0,0.06495000000000005,3.22,27.0,185.0,8.0,172.4
1980-06-07,12.5,197394.34,8.7,523.0,0.05631999999999996,4.41,40.0,211.0,-1.0,165.7
1980-06-08,6.4,170724.41,2.6,568.0,0.05429999999999999,1.65,33.0,212.0,-27.0,172.4
1980-06-09,5.3,150215.27,3.2,515.0,0.0592,1.71,27.0,232.0,-13.0,174.3
1980-06-10,6.4,159034.93,2.6,621.0,0.06,1.93,43.0,251.0,-30.0,176.1
1980-06-11,7.1,47608.0,2.7,610.0,0.06,2.0,53.0,244.0,-49.0,182.9
1980-06-12,7.0,76055.0,2.1,522.0,0.061,1.23,43.0,235.0,-55.0,189.3
1980-06-13,7.5,87412.0,2.2,449.0,0.115,0.96,40.0,228.0,-54.0,186.5
1980-06-14,6.2,79309.0,3.7,442.0,0.033,1.38,23.0,193.0,-24.0,188.8
1980-06-15,5.1,41746.0,3.9,390.0,0.053,1.2,13.0,183.0,-9.0,186.4
1980-06-16,5.1,71180.0,4.4,355.0,0.073,1.18,20.0,190.0,-14.0,193.3
1980-06-17,4.2,43864.0,3.9,331.0,0.035,0.83,7.0,183.0,-9.0,197.4
1980-06-18,3.0,26671.42,10.5,289.0,0.04884000000000003,1.71,7.0,207.0,4.0,207.6
1980-06-19,7.0,37295.69,17.6,286.0,0.04991999999999997,2.81,20.0,235.0,6.0,219.8
1980-06-20,8.8,62053.55,8.5,341.0,0.06340999999999992,1.96,13.0,253.0,8.0,227.9
1980-06-21,5.8,74429.2,6.1,357.0,0.07171000000000002,1.54,17.0,270.0,7.0,228.0
1980-06-22,4.7,61015.61,5.7,354.0,0.07132000000000002,1.44,17.0,278.0,5.0,250.0
1980-06-23,4.7,36325.0,4.8,341.0,0.06588,1.12,17.0,269.0,-3.0,251.5
1980-06-24,7.8,73540.0,21.5,377.0,0.05871999999999999,6.56,27.0,273.0,9.0,245.9
1980-06-25,8.7,48244.0,9.0,345.0,0.053,2.19,20.0,253.0,-1.0,238.8
1980-06-26,10.0,68844.0,7.1,383.0,0.092,2.31,27.0,235.0,-14.0,226.3
1980-06-27,6.0,20037.0,3.6,363.0,0.033,0.93,7.0,262.0,-17.0,212.6
1980-06-28,5.7,30922.0,2.3,331.0,0.081,0.53,7.0,266.0,-8.0,199.7
1980-06-29,5.4,31700.0,4.0,335.0,0.071,0.94,13.0,211.0,-1.0,188.8
1980-06-30,5.8,39219.0,6.0,341.0,0.057,1.42,20.0,137.0,-8.0,183.4
1980-07-01,5.1,46921.72,5.0,327.0,0.06140000000000004,1.06,13.0,143.0,-1.0,160.0
1980-07-02,4.8,34917.29,6.1,304.0,0.047080000000000004,1.12,7.0,153.0,11.0,154.9
1980-07-03,5.3,32877.29,6.0,296.0,0.05133999999999998,1.06,10.0,137.0,3.0,147.7
1980-07-04,5.9,30650.43,9.7,291.0,0.05692999999999999,1.67,17.0,120.0,12.0,146.7
1980-07-05,11.0,79175.0,16.4,332.0,0.077,3.62,30.0,136.0,-1.0,152.5
1980-07-06,8.2,99846.0,10.2,408.0,0.089,3.77,23.0,139.0,4.0,150.1
1980-07-07,7.7,175704.0,5.1,468.0,0.061,2.26,27.0,137.0,0.0,152.5
1980-07-08,6.4,100125.0,3.5,466.0,0.039,1.45,27.0,123.0,-9.0,152.8
1980-07-09,6.2,86981.0,5.4,419.0,0.043,1.9,20.0,119.0,-3.0,155.2
1980-07-10,3.6,52791.0,6.6,370.0,0.031,1.64,10.0,122.0,6.0,162.3
1980-07-11,6.2,56127.0,7.5,397.0,0.034,2.19,23.0,123.0,8.0,173.3
1980-07-12,5.3,88617.0,5.3,397.0,0.04,1.65,13.0,139.0,10.0,178.0
1980-07-13,7.9,86470.0,5.4,359.0,0.04,1.38,20.0,149.0,-1.0,196.8
1980-07-14,5.5,69077.56,5.3,360.0,0.06231,1.38,20.0,181.0,1.0,209.7
1980-07-15,4.1,35896.09,7.8,336.0,0.07374999999999998,1.73,17.0,228.0,8.0,218.4
1980-07-16,6.3,43840.04,7.5,318.0,0.07514999999999998,1.49,17.0,280.0,13.0,235.4
1980-07-17,5.9,40067.92,6.8,327.0,0.07397000000000001,1.46,17.0,299.0,8.0,250.2
1980-07-18,8.8,42919.0,13.5,317.0,0.06690999999999994,2.87,33.0,341.0,-8.0,249.8
1980-07-19,8.0,147671.0,6.8,365.0,0.08105000000000002,1.79,27.0,312.0,-56.0,255.2
1980-07-20,4.7,103012.0,3.2,383.0,0.06502999999999999,0.97,20.0,321.0,-28.0,258.0
1980-07-21,7.4,68170.74,2.4,331.0,0.08527999999999998,0.43,27.0,324.0,-29.0,254.0
1980-07-22,6.9,67172.0,2.5,292.0,0.07007,0.42,10.0,285.0,-25.0,248.7
1980-07-23,5.9,75316.0,1.6,406.0,0.07086000000000003,0.53,10.0,261.0,-7.0,235.1
1980-07-24,4.9,70044.0,3.0,385.0,0.06884000000000003,0.87,17.0,219.0,-3.0,222.2
1980-07-25,9.9,125962.0,9.5,427.0,0.06334999999999998,3.89,37.0,214.0,-4.0,206.4
1980-07-26,9.7,193304.0,7.9,440.0,0.056,3.12,37.0,195.0,-46.0,197.4
1980-07-27,5.6,128847.79,5.3,473.0,0.05742000000000002,2.58,30.0,166.0,-21.0,188.4
1980-07-28,7.1,150680.71,2.8,499.0,0.05134000000000001,1.38,27.0,180.0,-18.0,169.5
1980-07-29,6.6,75218.36,4.4,409.0,0.05274000000000003,1.42,17.0,167.0,-9.0,155.3
1980-07-30,5.7,99693.92,2.5,427.0,0.06189000000000001,0.89,20.0,153.0,-7.0,143.3
1980-07-31,5.6,46464.0,2.0,379.0,0.06890000000000002,0.57,17.0,115.0,-11.0,136.5
1980-08-01,4.4,52258.0,2.3,346.0,0.052,0.55,10.0,110.0,-6.0,131.9
1980-08-02,5.3,42853.0,6.8,338.0,0.067,1.77,17.0,89.0,-1.0,131.8
1980-08-03,8.0,89157.0,11.5,386.0,0.085,3.56,33.0,92.0,-25.0,133.2
1980-08-04,11.0,150068.0,5.1,373.0,0.07151,1.46,20.0,92.0,-15.0,130.9
1980-08-05,5.3,99983.0,5.6,389.0,0.039,1.66,10.0,75.0,-4.0,132.6
1980-08-06,7.1,155350.0,10.8,473.0,0.037,4.92,33.0,102.0,5.0,143.2
1980-08-07,4.5,49575.0,3.8,387.0,0.043,1.16,23.0,91.0,-14.0,142.3
1980-08-08,3.9,38521.15,5.3,340.0,0.04328999999999999,1.21,10.0,127.0,-3.0,146.4
1980-08-09,5.4,56533.51,8.0,348.0,0.06290999999999998,1.93,20.0,177.0,14.0,156.5
1980-08-10,6.2,70974.03,6.1,376.0,0.06970999999999997,1.72,23.0,184.0,-3.0,173.5
1980-08-11,5.3,44990.39,10.0,318.0,0.07484999999999996,2.07,20.0,256.0,3.0,184.1
1980-08-12,5.2,39704.0,8.4,338.0,0.07751999999999996,1.95,17.0,246.0,4.0,189.6
1980-08-13,5.4,28562.0,8.7,323.0,0.117,1.95,17.0,244.0,8.0,193.3
1980-08-14,5.2,48440.0,7.1,318.0,0.078,1.52,17.0,273.0,8.0,191.7
1980-08-15,4.9,47790.0,8.8,326.0,0.053,1.91,13.0,272.0,8.0,191.9
1980-08-16,10.7,57049.0,15.6,328.0,0.041,3.64,30.0,278.0,-9.0,195.7
1980-08-17,8.7,96541.0,9.3,344.0,0.082,2.31,23.0,269.0,-22.0,197.7
1980-08-18,5.5,41937.0,9.2,371.0,0.065,2.65,30.0,276.0,-19.0,204.3
1980-08-19,9.8,59058.0,12.6,404.0,0.058,4.34,37.0,262.0,-5.0,201.4
1980-08-20,8.4,50257.0,7.3,420.0,0.05378999999999995,2.68,23.0,253.0,-2.0,193.0
1980-08-21,7.2,83499.01,3.9,406.0,0.05774000000000001,1.27,17.0,215.0,-18.0,194.1
1980-08-22,7.7,80503.11,8.5,370.0,0.069,2.34,23.0,197.0,-3.0,178.3
1980-08-23,5.6,40969.43,6.7,336.0,0.07475999999999998,1.5,13.0,218.0,-2.0,174.1
1980-08-24,4.8,35253.85,7.1,316.0,0.05860999999999998,1.42,10.0,173.0,3.0,164.3
1980-08-25,7.1,36943.0,11.9,312.0,0.081,2.6,10.0,154.0,14.0,153.8
1980-08-26,10.3,38490.0,16.9,313.0,0.083,3.61,23.0,143.0,-6.0,154.6
1980-08-27,8.8,71578.0,11.3,351.0,0.061,2.9,33.0,139.0,-28.0,159.3
1980-08-28,4.2,30796.0,8.8,334.0,0.069,2.0,10.0,176.0,-13.0,168.3
1980-08-29,5.5,43745.0,9.3,319.0,0.076,2.04,10.0,224.0,-2.0,178.5
1980-08-30,6.3,73506.0,7.5,353.0,0.073,1.99,17.0,261.0,-3.0,191.4
1980-08-31,6.0,38998.0,7.3,340.0,0.079,1.69,17.0,275.0,-1.0,198.7
1980-09-01,3.4,32071.0,14.1,327.0,0.077,3.16,17.0,295.0,12.0,213.2
1980-09-02,5.7,29744.0,9.1,323.0,0.068,1.87,10.0,320.0,8.0,224.5
1980-09-03,8.4,50700.79,14.1,326.0,0.058269999999999954,3.01,23.0,329.0,0.0,232.1
