,"Scalar B, nT","SW Plasma Temperature, K","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Alpha/Prot. ratio,Flow pressure,Kp index,R (Sunspot No.),"Dst-index, nT",f10.7_index
1968-03-01,5.9,68521.0,2.6,453.0,0.039339999999999986,1.06,20.0,153.0,-35.0,162.8
1968-03-02,6.0,64374.0,3.2,415.0,0.03974999999999998,1.1,23.0,156.0,-28.0,164.4
1968-03-03,7.4,48208.0,3.7,399.0,0.04075999999999998,1.18,27.0,130.0,-34.0,150.8
1968-03-04,7.8,43512.0,5.4,396.0,0.03893999999999999,1.67,30.0,122.0,-39.0,144.5
1968-03-05,8.9,67732.0,7.4,404.0,0.04086999999999998,2.41,33.0,109.0,-40.0,137.8
1968-03-06,6.6,94476.0,3.2,426.0,0.04224999999999999,1.16,17.0,95.0,-30.0,136.0
1968-03-07,5.1,62201.0,2.8,399.0,0.046950000000000006,0.9,13.0,82.0,-23.0,131.6
1968-03-08,5.6,36433.0,3.8,357.0,0.04617,0.96,10.0,95.0,-15.0,124.1
1968-03-09,5.2,84909.0,4.9,327.0,0.04305,1.05,10.0,92.0,-9.0,122.8
1968-03-10,8.1,75679.0,10.6,370.0,0.04198999999999999,2.86,27.0,105.0,-12.0,124.1
1968-03-11,6.152999999999997,72208.0,8.2,388.0,0.04124999999999998,2.47,20.0,120.0,-15.0,128.3
1968-03-12,6.9,33509.0,9.1,381.0,0.03550999999999998,2.62,17.0,123.0,-13.0,130.4
1968-03-13,5.4,45501.0,11.1,354.0,0.033699999999999994,2.77,13.0,126.0,-5.0,127.8
1968-03-14,9.9,183012.0,18.6,460.0,0.04014999999999999,7.07,37.0,95.0,-6.0,127.9
1968-03-15,7.7,196965.0,4.2,630.0,0.04403000000000002,3.29,40.0,84.0,-24.0,125.9
1968-03-16,5.8,133324.0,2.4,648.0,0.03869999999999998,2.02,37.0,65.0,-22.0,128.2
1968-03-17,5.3,108209.0,1.8,601.0,0.05288000000000001,1.3,23.0,84.0,-16.0,135.2
1968-03-18,5.5,92018.0,2.1,582.0,0.05264,1.4,27.0,84.0,-11.0,132.2
1968-03-19,6.0,189622.0,2.4,612.0,0.03944999999999998,1.83,23.0,75.0,-9.0,130.1
1968-03-20,4.7,122474.0,1.7,602.0,0.045139999999999986,1.23,33.0,85.0,-14.0,129.6
1968-03-21,3.7,74160.0,1.9,528.0,0.043449999999999996,1.06,17.0,99.0,-10.0,140.0
1968-03-22,4.0,105025.0,1.8,471.0,0.039130000000000005,0.79,13.0,129.0,-8.0,142.2
1968-03-23,5.3,63711.0,4.1,433.0,0.036869999999999986,1.54,20.0,160.0,-2.0,145.5
1968-03-24,6.9,113480.0,5.2,487.0,0.03895999999999998,2.38,37.0,187.0,-21.0,154.4
1968-03-25,6.0,99996.0,2.2,505.0,0.037429999999999984,1.1,33.0,202.0,-25.0,156.0
1968-03-26,5.3,58284.0,3.1,457.0,0.038129999999999976,1.31,27.0,200.0,-20.0,156.8
1968-03-27,5.7,72040.0,3.1,461.0,0.036139999999999985,1.31,30.0,207.0,-34.0,159.2
1968-03-28,5.3,73381.0,2.7,461.0,0.03711999999999999,1.17,27.0,195.0,-23.0,157.1
1968-03-29,6.6,53621.0,3.6,415.0,0.04006999999999998,1.22,30.0,180.0,-30.0,156.2
1968-03-30,7.2,120878.0,4.8,478.0,0.04554,2.15,37.0,218.0,-37.0,160.3
1968-03-31,6.8,125611.0,1.9,547.0,0.043379999999999995,1.06,30.0,190.0,-33.0,155.8
1968-04-01,6.0,172099.0,1.2,624.0,0.03611999999999999,0.94,40.0,173.0,-44.0,143.8
1968-04-02,3.9,99314.0,1.4,537.0,0.04475999999999998,0.82,27.0,153.0,-26.0,144.1
1968-04-03,4.9,69234.0,2.3,482.0,0.04476000000000001,1.04,27.0,139.0,-26.0,137.1
1968-04-04,5.8,49903.0,4.0,363.0,0.046319999999999986,1.06,20.0,136.0,-28.0,131.7
1968-04-05,10.7,82192.0,12.4,374.0,0.047139999999999994,3.88,33.0,126.0,-25.0,129.1
1968-04-06,8.7,136679.0,3.9,623.0,0.054229999999999993,2.78,43.0,120.0,-54.0,125.1
1968-04-07,4.4,169823.0,2.4,608.0,0.03861999999999999,1.75,23.0,112.0,-24.0,124.7
1968-04-08,3.5,49166.0,2.0,504.0,0.038689999999999995,1.06,7.0,116.0,-15.0,130.7
1968-04-09,3.6,29067.0,3.6,382.0,0.03562000000000002,1.07,3.0,133.0,-1.0,141.1
1968-04-10,4.9,129289.0,6.8,362.0,0.039349999999999996,1.54,17.0,147.0,-5.0,142.8
1968-04-11,7.7,48834.0,15.8,372.0,0.03830999999999996,4.46,23.0,135.0,3.0,138.4
1968-04-12,12.3,127622.0,6.3,345.0,0.05923999999999998,1.58,23.0,118.0,12.0,142.7
1968-04-13,8.5,135979.0,5.8,504.0,0.04101999999999997,2.89,37.0,85.0,-14.0,141.9
