,"Scalar B, nT","SW Plasma Temperature, K","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Alpha/Prot. ratio,Flow pressure,Kp index,R (Sunspot No.),"Dst-index, nT",f10.7_index
2009-01-29,3.5,63950.0,5.3,397.0,0.022,1.49,10.0,0.0,-6.0,67.3
2009-01-30,4.2,46794.0,5.0,371.0,0.013,1.24,10.0,0.0,-4.0,67.1
2009-01-31,6.0,146563.0,5.1,449.0,0.032,1.9,17.0,0.0,-2.0,67.4
2009-02-01,2.6,75136.0,1.8,430.0,0.029,0.66,7.0,0.0,-9.0,67.5
2009-02-02,2.5,36637.0,2.6,360.0,0.013,0.62,3.0,0.0,-3.0,67.1
2009-02-03,3.5,18812.0,5.7,329.0,0.007,1.07,7.0,0.0,-2.0,67.3
2009-02-04,9.0,47219.0,14.8,357.0,0.015,3.28,27.0,0.0,-17.0,67.5
2009-02-05,4.1,41883.0,5.9,359.0,0.012,1.34,13.0,0.0,-18.0,68.1
2009-02-06,3.3,23402.0,4.4,317.0,0.009,0.78,3.0,0.0,-14.0,68.2
2009-02-07,2.7,21257.0,8.6,316.0,0.004,1.47,3.0,0.0,-5.0,69.2
2009-02-08,2.4,21386.0,7.3,313.0,0.008,1.23,0.0,0.0,-2.0,69.3
2009-02-09,2.8,19994.0,6.2,311.0,0.006,1.03,3.0,0.0,-3.0,68.8
2009-02-10,2.4,15014.0,10.9,294.0,0.006,1.63,3.0,0.0,2.0,65.8
2009-02-11,3.2,34564.0,9.0,308.0,0.017,1.52,7.0,7.0,1.0,68.5
2009-02-12,3.4,40216.0,5.0,332.0,0.016,0.98,7.0,6.0,-3.0,68.0
2009-02-13,2.8,19933.0,8.2,311.0,0.007,1.35,7.0,6.0,-1.0,68.3
2009-02-14,7.1,155292.0,14.2,451.0,0.03,3.68,30.0,0.0,-13.0,68.4
2009-02-15,4.3,156840.0,2.8,559.0,0.036,1.71,23.0,0.0,-21.0,67.9
2009-02-16,2.9,75967.0,2.6,477.0,0.027,1.09,10.0,0.0,-17.0,67.9
2009-02-17,1.9,36847.0,2.9,409.0,0.021,0.84,3.0,0.0,-11.0,69.0
2009-02-18,2.5,24333.0,5.8,335.0,0.015,1.14,7.0,0.0,-6.0,68.2
2009-02-19,2.6,18863.0,8.1,310.0,0.013,1.39,3.0,0.0,-2.0,67.4
2009-02-20,3.9,32771.0,10.7,329.0,0.015,2.04,10.0,0.0,-1.0,67.6
2009-02-21,5.7,60080.0,9.2,370.0,0.017,2.52,7.0,0.0,2.0,69.1
2009-02-22,4.8,112167.0,4.7,431.0,0.027179999999999982,1.76,10.0,0.0,0.0,68.8
2009-02-23,5.3,131774.0,4.6,445.0,0.02538999999999998,1.82,13.0,0.0,-6.0,69.3
2009-02-24,4.3,104848.0,3.7,433.0,0.024,1.25,17.0,7.0,-12.0,69.5
2009-02-25,3.4,59465.0,3.0,419.0,0.034,1.02,7.0,7.0,-9.0,69.3
2009-02-26,3.8,57066.0,3.8,397.0,0.032,1.13,7.0,0.0,-3.0,68.6
2009-02-27,5.3,216764.0,5.4,560.0,0.052,2.93,23.0,0.0,-8.0,67.6
2009-02-28,2.3,123053.0,1.9,560.0,0.036,1.14,13.0,0.0,-9.0,69.3
2009-03-01,3.0,58665.0,3.2,439.0,0.024,1.14,7.0,0.0,-5.0,68.1
2009-03-02,1.8,29230.0,3.3,361.0,0.016,0.75,0.0,0.0,-6.0,68.0
2009-03-03,6.4,33263.0,11.7,348.0,0.006,2.47,20.0,0.0,5.0,68.0
2009-03-04,5.5,63887.0,9.3,362.0,0.014,2.14,17.0,0.0,-8.0,68.6
2009-03-05,3.3,29461.0,6.3,363.0,0.023,1.5,7.0,0.0,-6.0,68.1
2009-03-06,3.6,49411.0,5.4,361.0,0.026,1.28,3.0,7.0,0.0,68.0
2009-03-07,3.2,29021.0,5.7,339.0,0.011,1.09,3.0,7.0,0.0,68.0
2009-03-08,4.9,88439.0,6.7,398.0,0.036,1.97,20.0,0.0,-4.0,67.9
2009-03-09,2.9,38360.0,2.6,378.0,0.026,0.67,3.0,0.0,-9.0,67.2
2009-03-10,2.8,26944.0,5.5,325.0,0.01,1.02,10.0,0.0,-3.0,67.8
2009-03-11,3.1,22737.0,9.4,334.0,0.005,1.76,10.0,0.0,-1.0,68.0
2009-03-12,11.2,36996.0,8.3,358.0,0.01,1.91,17.0,0.0,2.0,67.8
2009-03-13,7.1,181875.0,6.2,495.0,0.035,2.51,30.0,0.0,-22.0,67.4
2009-03-14,3.4,148295.0,2.3,548.0,0.023,1.28,23.0,0.0,-16.0,67.7
2009-03-15,3.0,95827.0,2.6,503.0,0.019,1.18,20.0,0.0,-15.0,67.7
2009-03-16,3.4,47465.0,4.7,424.0,0.021,1.5,13.0,0.0,-8.0,68.7
2009-03-17,2.3,32998.0,5.3,381.0,0.021,1.36,10.0,0.0,-4.0,68.2
2009-03-18,1.8,15402.0,7.8,345.0,0.01,1.58,3.0,0.0,-1.0,67.8
2009-03-19,2.9,16786.0,10.3,309.0,0.005,1.69,10.0,0.0,1.0,68.5
2009-03-20,5.7,42536.0,7.5,329.0,0.014,1.43,10.0,0.0,-1.0,68.2
2009-03-21,8.4,126651.0,7.4,404.0,0.024,2.18,17.0,0.0,-6.0,69.6
2009-03-22,4.2,78971.0,3.1,417.0,0.016,0.96,10.0,0.0,-13.0,68.2
2009-03-23,3.8,46360.0,3.2,391.0,0.013,0.87,7.0,0.0,-7.0,67.6
2009-03-24,5.0,103267.0,5.1,417.0,0.026,1.57,20.0,0.0,-11.0,68.7
2009-03-25,3.7,89507.0,2.7,480.0,0.051,1.27,20.0,0.0,-12.0,68.2
2009-03-26,3.6,80988.0,3.0,457.0,0.058,1.31,17.0,6.0,-8.0,68.8
2009-03-27,3.6,58431.0,3.6,420.0,0.033,1.21,10.0,0.0,-8.0,71.4
2009-03-28,3.5,72857.0,4.1,399.0,0.02,1.19,7.0,0.0,-3.0,70.4
2009-03-29,3.7,67956.0,4.3,420.0,0.036,1.46,10.0,0.0,0.0,70.7
2009-03-30,3.2,61925.0,3.7,415.0,0.031,1.22,10.0,0.0,0.0,70.8
2009-03-31,2.8,53558.0,3.9,386.0,0.031,1.08,7.0,0.0,2.0,71.1
2009-04-01,2.9,31894.0,6.0,351.0,0.015,1.31,10.0,0.0,5.0,70.7
2009-04-02,3.7,32046.0,6.8,329.0,0.025,1.36,3.0,0.0,0.0,70.6
2009-04-03,2.8,18595.0,9.1,295.0,0.01,1.39,3.0,0.0,2.0,70.4
2009-04-04,2.1,15084.0,11.0,284.0,0.003,1.54,3.0,0.0,5.0,70.1
2009-04-05,4.3,55353.0,6.2,358.0,0.023,1.38,10.0,0.0,4.0,70.5
2009-04-06,3.7,53326.0,4.3,392.0,0.028,1.2,7.0,0.0,2.0,68.9
2009-04-07,2.7,42976.0,4.7,357.0,0.018,1.07,7.0,0.0,2.0,70.4
2009-04-08,2.9,22202.0,9.5,340.0,0.004,1.85,13.0,0.0,7.0,70.2
2009-04-09,5.6,145101.0,6.1,448.0,0.02,2.14,27.0,0.0,-12.0,70.3
2009-04-10,3.3,114352.0,3.4,503.0,0.032,1.64,20.0,0.0,-9.0,69.7
2009-04-11,3.6,111758.0,2.8,525.0,0.036,1.5,23.0,0.0,-9.0,69.7
2009-04-12,3.2,82754.0,2.5,500.0,0.037,1.19,17.0,0.0,-10.0,69.7
2009-04-13,2.4,51663.0,2.6,417.0,0.024,0.85,10.0,0.0,-11.0,68.8
2009-04-14,2.7,25146.0,4.4,348.0,0.02,0.94,7.0,0.0,-5.0,69.9
2009-04-15,4.4,24805.0,8.4,320.0,0.012,1.54,10.0,0.0,-4.0,69.9
2009-04-16,7.6,50220.0,9.2,343.0,0.011,1.8,13.0,0.0,-3.0,70.5
2009-04-17,7.1,103856.0,4.5,416.0,0.019,1.43,13.0,0.0,-1.0,70.4
2009-04-18,3.8,110159.0,3.6,491.0,0.029,1.51,20.0,0.0,-8.0,70.5
2009-04-19,3.5,83271.0,3.3,469.0,0.026,1.31,13.0,0.0,-3.0,70.8
2009-04-20,3.6,77994.0,3.5,445.0,0.026,1.28,10.0,0.0,-3.0,70.4
2009-04-21,3.2,74457.0,3.1,430.0,0.032,1.08,10.0,11.0,-1.0,71.8
2009-04-22,3.0,55325.0,2.9,394.0,0.033,0.86,10.0,0.0,-2.0,71.9
2009-04-23,2.3,34747.0,4.1,362.0,0.025,0.98,3.0,0.0,0.0,71.4
2009-04-24,5.2,83474.0,8.4,386.0,0.028,2.17,17.0,0.0,7.0,70.5
2009-04-25,3.7,79035.0,4.1,409.0,0.029,1.33,10.0,0.0,-3.0,70.3
2009-04-26,3.6,50287.0,4.9,385.0,0.023,1.31,7.0,0.0,2.0,70.1
2009-04-27,3.4,36849.0,3.5,360.0,0.027,0.84,7.0,0.0,-5.0,68.6
2009-04-28,1.6,20205.0,6.9,340.0,0.01,1.35,7.0,0.0,4.0,69.8
2009-04-29,3.3,29621.0,6.0,328.0,0.024,1.14,7.0,13.0,3.0,70.5
2009-04-30,2.9,33979.0,5.2,323.0,0.021,0.98,7.0,13.0,-2.0,70.5
2009-05-01,3.3,31332.0,5.6,312.0,0.01,0.97,7.0,0.0,1.0,69.6
2009-05-02,4.6,34425.0,9.9,310.0,0.01,1.67,10.0,0.0,2.0,69.4
2009-05-03,4.2,59424.0,6.1,343.0,0.017,1.28,7.0,0.0,2.0,69.7
2009-05-04,2.8,39858.0,4.2,362.0,0.018,0.98,7.0,7.0,-2.0,69.2
2009-05-05,2.1,23119.0,6.2,342.0,0.009,1.24,3.0,0.0,4.0,69.2
2009-05-06,5.2,65396.0,6.3,378.0,0.014,1.61,17.0,0.0,2.0,70.0
2009-05-07,4.4,83685.0,5.0,451.0,0.04,1.95,17.0,0.0,-7.0,70.8
2009-05-08,4.3,116769.0,4.0,489.0,0.048,1.94,23.0,0.0,-18.0,72.2
2009-05-09,3.4,89032.0,2.8,483.0,0.027,1.23,13.0,0.0,-12.0,73.7
2009-05-10,3.4,49974.0,2.8,411.0,0.013,0.84,10.0,0.0,-11.0,73.2
2009-05-11,2.9,63526.0,2.8,394.0,0.01,0.86,10.0,0.0,-10.0,73.3
2009-05-12,2.9,29637.0,3.3,344.0,0.007,0.7,3.0,0.0,-6.0,75.5
2009-05-13,3.8,19327.0,8.0,312.0,0.005,1.31,7.0,7.0,0.0,75.3
2009-05-14,4.7,44042.0,6.6,346.0,0.014,1.36,20.0,10.0,-3.0,75.5
2009-05-15,3.6,64273.0,5.5,354.0,0.011,1.26,7.0,9.0,-4.0,75.4
2009-05-16,4.3,54143.0,5.3,362.0,0.028,1.29,10.0,8.0,-2.0,75.8
2009-05-17,2.6,33828.0,3.2,341.0,0.018,0.68,3.0,9.0,-3.0,75.7
2009-05-18,2.7,20230.0,7.7,307.0,0.005,1.24,7.0,8.0,3.0,74.6
2009-05-19,3.4,29947.0,6.4,292.0,0.007,0.96,7.0,7.0,-6.0,74.0
2009-05-20,3.6,16667.0,12.7,298.0,0.003,1.91,13.0,0.0,9.0,73.2
2009-05-21,4.2,67527.0,6.7,340.0,0.015,1.38,10.0,0.0,4.0,73.5
2009-05-22,4.6,56555.0,4.5,363.0,0.013,1.08,13.0,8.0,-3.0,73.9
2009-05-23,4.2,46643.0,3.7,368.0,0.024,0.96,10.0,8.0,-6.0,72.2
2009-05-24,3.3,51819.0,4.1,356.0,0.027,0.97,10.0,0.0,-5.0,71.0
2009-05-25,3.0,32332.0,3.7,333.0,0.014,0.71,3.0,0.0,-2.0,70.7
2009-05-26,2.1,18935.0,6.0,313.0,0.011,1.05,7.0,0.0,1.0,69.9
2009-05-27,2.3,16666.0,5.5,291.0,0.019,0.86,3.0,0.0,0.0,68.5
2009-05-28,4.8,82979.0,7.7,372.0,0.022,1.71,13.0,0.0,-2.0,69.6
2009-05-29,4.7,59027.0,3.5,382.0,0.019,0.94,10.0,0.0,-6.0,70.1
2009-05-30,2.9,36908.0,5.8,355.0,0.014,1.28,7.0,0.0,-1.0,70.4
2009-05-31,3.2,24831.0,5.5,324.0,0.008,1.0,7.0,10.0,2.0,70.4
2009-06-01,3.4,35957.0,4.1,316.0,0.009,0.71,3.0,24.0,-3.0,74.6
2009-06-02,3.4,30654.0,4.9,303.0,0.009,0.78,7.0,26.0,4.0,74.0
2009-06-03,3.7,22991.0,10.5,304.0,0.005,1.66,10.0,24.0,9.0,74.6
2009-06-04,5.4,18233.0,6.4,314.0,0.006,1.08,13.0,19.0,-5.0,73.1
2009-06-05,4.4,24393.0,6.5,310.0,0.012,1.09,13.0,17.0,-12.0,72.2
2009-06-06,4.2,44880.0,5.8,312.0,0.01,1.04,7.0,0.0,-3.0,71.1
2009-06-07,4.7,51894.0,5.8,333.0,0.009,1.19,10.0,0.0,0.0,71.0
2009-06-08,2.8,44978.0,3.0,349.0,0.015,0.69,7.0,0.0,-3.0,71.1
2009-06-09,2.9,16492.0,6.8,310.0,0.031,1.22,3.0,0.0,5.0,71.2
2009-06-10,3.7,52500.0,6.6,345.0,0.011,1.35,7.0,0.0,5.0,71.3
2009-06-11,2.8,36925.0,5.8,331.0,0.008,1.08,7.0,0.0,5.0,71.4
2009-06-12,2.8,22148.0,6.5,293.0,0.006,0.96,3.0,0.0,5.0,71.2
2009-06-13,3.3,21035.0,8.4,286.0,0.005,1.18,7.0,0.0,7.0,70.4
2009-06-14,5.6,29175.0,9.1,316.0,0.011,1.58,13.0,0.0,7.0,70.3
2009-06-15,2.8,26922.0,7.0,308.0,0.009,1.14,7.0,0.0,0.0,69.5
2009-06-16,3.9,26864.0,8.1,311.0,0.007,1.35,7.0,0.0,8.0,70.5
2009-06-17,4.4,35110.0,5.6,300.0,0.008,0.95,3.0,15.0,4.0,70.0
2009-06-18,4.1,28445.0,5.1,301.0,0.023,0.87,7.0,0.0,4.0,69.9
2009-06-19,3.1,27939.0,6.4,315.0,0.006,1.08,3.0,0.0,6.0,69.2
2009-06-20,5.0,38689.0,10.0,315.0,0.01,1.77,10.0,0.0,11.0,68.8
2009-06-21,5.0,35473.0,8.9,332.0,0.009,1.75,13.0,15.0,6.0,69.2
2009-06-22,2.5,15866.0,5.8,300.0,0.01,0.92,3.0,17.0,2.0,70.2
2009-06-23,2.7,10616.0,18.7,270.0,0.015,2.41,10.0,15.0,16.0,70.2
2009-06-24,6.3,85442.0,33.6,328.0,0.02,5.05,27.0,17.0,14.0,69.1
2009-06-25,4.2,100553.0,4.5,473.0,0.02,1.8,17.0,0.0,-4.0,70.3
2009-06-26,2.7,56345.0,2.4,429.0,0.025,0.83,7.0,0.0,-6.0,69.0
2009-06-27,4.6,42390.0,4.9,398.0,0.023,1.44,10.0,0.0,3.0,69.3
2009-06-28,8.0,37679.0,7.2,386.0,0.009,1.86,20.0,0.0,1.0,69.2
2009-06-29,5.1,134820.0,3.4,511.0,0.015,1.58,17.0,0.0,-15.0,70.8
2009-06-30,3.1,79777.0,1.8,486.0,0.012,0.82,10.0,0.0,-12.0,70.5
2009-07-01,2.8,58538.0,2.3,416.0,0.009,0.79,7.0,0.0,-8.0,69.8
2009-07-02,2.9,54482.0,2.1,373.0,0.026,0.56,3.0,0.0,-8.0,68.7
2009-07-03,3.9,36020.0,2.5,356.0,0.023,0.61,7.0,0.0,-6.0,69.5
2009-07-04,4.0,25238.0,5.2,343.0,0.011,1.16,7.0,24.0,-5.0,73.4
2009-07-05,5.0,39939.0,6.8,346.0,0.008,1.4,13.0,27.0,0.0,74.0
2009-07-06,3.6,36190.0,5.0,341.0,0.011,0.96,7.0,24.0,-4.0,71.2
2009-07-07,4.1,37546.0,7.3,339.0,0.008,1.44,10.0,19.0,0.0,73.7
2009-07-08,4.8,18626.0,7.7,324.0,0.007,1.38,10.0,21.0,-7.0,73.1
2009-07-09,4.5,47000.0,8.0,322.0,0.014,1.57,13.0,17.0,-1.0,71.4
2009-07-10,6.4,102887.0,7.2,413.0,0.034,2.08,17.0,15.0,1.0,70.1
2009-07-11,2.3,48470.0,2.8,435.0,0.054,1.07,7.0,0.0,-1.0,70.5
2009-07-12,2.2,33205.0,3.0,385.0,0.046,0.9,7.0,0.0,1.0,70.3
2009-07-13,5.2,99894.0,8.9,384.0,0.044,2.65,17.0,0.0,7.0,69.5
2009-07-14,3.8,132324.0,3.0,520.0,0.047,1.59,17.0,0.0,-13.0,68.8
2009-07-15,2.8,81839.0,2.9,460.0,0.047,1.23,10.0,0.0,-8.0,68.7
2009-07-16,2.3,42590.0,2.3,385.0,0.027,0.63,3.0,0.0,-6.0,68.9
2009-07-17,2.0,20227.0,3.1,339.0,0.012,0.61,0.0,0.0,-3.0,68.4
2009-07-18,2.2,15559.0,6.1,301.0,0.005,0.93,3.0,0.0,3.0,69.2
2009-07-19,2.6,16464.0,6.2,289.0,0.005,0.88,3.0,0.0,3.0,69.9
2009-07-20,5.4,45724.0,8.1,304.0,0.011,1.33,10.0,0.0,-4.0,70.4
2009-07-21,6.8,23270.0,8.4,320.0,0.004,1.45,10.0,0.0,-2.0,69.9
2009-07-22,9.1,83221.0,10.1,403.0,0.018,2.24,30.0,0.0,-51.0,70.0
2009-07-23,5.9,141876.0,3.3,489.0,0.022,1.51,17.0,12.0,-27.0,69.9
2009-07-24,3.3,127249.0,2.3,548.0,0.016,1.25,13.0,0.0,-19.0,70.5
2009-07-25,3.6,68499.0,2.2,487.0,0.012,0.93,10.0,0.0,-17.0,71.2
2009-07-26,3.2,42703.0,1.7,414.0,0.015,0.51,3.0,0.0,-13.0,69.8
2009-07-27,4.2,54567.0,2.8,379.0,0.014,0.74,7.0,0.0,-11.0,70.5
2009-07-28,3.9,59216.0,2.9,395.0,0.021,0.88,7.0,0.0,-11.0,70.9
2009-07-29,3.1,57499.0,3.5,380.0,0.015,0.89,3.0,0.0,-10.0,70.4
2009-07-30,4.4,41237.0,6.6,352.0,0.013,1.5,7.0,12.0,2.0,70.1
2009-07-31,4.2,75580.0,5.8,374.0,0.015,1.43,10.0,0.0,-6.0,70.8
2009-08-01,4.0,75226.0,4.1,407.0,0.027,1.28,7.0,0.0,-2.0,70.2
2009-08-02,3.8,45426.0,5.1,362.0,0.022,1.2,7.0,0.0,-2.0,70.1
2009-08-03,3.9,62774.0,7.3,374.0,0.01,1.77,17.0,0.0,-10.0,69.3
2009-08-04,2.9,21598.0,5.5,349.0,0.009,1.17,7.0,0.0,-7.0,67.8
2009-08-05,7.0,29292.0,7.7,374.0,0.025,2.02,13.0,0.0,-4.0,68.1
2009-08-06,7.4,161611.0,8.3,454.0,0.05,3.05,23.0,0.0,-9.0,68.7
2009-08-07,4.8,76791.0,3.4,471.0,0.041,1.44,17.0,0.0,-11.0,69.7
2009-08-08,3.1,72542.0,3.1,472.0,0.035,1.31,7.0,0.0,-7.0,68.8
2009-08-09,3.5,64753.0,4.6,428.0,0.042,1.6,17.0,0.0,-12.0,69.1
2009-08-10,2.2,41843.0,3.9,369.0,0.027,0.98,7.0,0.0,-6.0,69.0
2009-08-11,2.1,18169.0,7.2,345.0,0.009,1.48,7.0,0.0,-2.0,68.4
2009-08-12,3.6,54697.0,6.5,355.0,0.016,1.45,10.0,0.0,-5.0,68.2
2009-08-13,3.5,42313.0,6.1,339.0,0.014,1.23,10.0,0.0,-7.0,68.9
2009-08-14,3.1,28149.0,5.7,317.0,0.007,0.99,3.0,0.0,-8.0,69.4
2009-08-15,2.3,20952.0,5.6,293.0,0.006,0.82,3.0,0.0,-4.0,69.8
2009-08-16,1.8,11703.0,6.7,273.0,0.004,0.85,3.0,0.0,-2.0,70.6
2009-08-17,3.2,22542.0,11.7,288.0,0.005,1.64,3.0,0.0,7.0,69.8
2009-08-18,4.4,54887.0,5.3,325.0,0.013,1.03,7.0,0.0,1.0,69.1
2009-08-19,7.5,80112.0,8.5,352.0,0.014,1.88,17.0,0.0,-8.0,68.7
2009-08-20,6.0,155832.0,4.1,485.0,0.028,1.77,23.0,0.0,-8.0,69.2
2009-08-21,3.7,123611.0,2.6,511.0,0.017,1.27,17.0,0.0,-11.0,67.9
2009-08-22,3.7,110252.0,2.7,503.0,0.027,1.26,10.0,0.0,-6.0,68.1
2009-08-23,2.9,66981.0,1.9,472.0,0.037,0.8,10.0,0.0,-8.0,68.8
2009-08-24,3.2,36216.0,2.7,383.0,0.025,0.71,3.0,0.0,-4.0,69.1
2009-08-25,4.5,27313.0,4.2,333.0,0.015,0.84,7.0,0.0,-1.0,68.5
2009-08-26,3.7,59878.0,3.0,357.0,0.018,0.7,7.0,0.0,-9.0,68.7
2009-08-27,4.6,61288.0,7.0,368.0,0.018,1.72,13.0,0.0,-4.0,69.1
2009-08-28,3.1,66352.0,2.7,358.0,0.024,0.66,3.0,0.0,-8.0,69.3
2009-08-29,3.6,28612.0,6.2,334.0,0.009,1.21,3.0,0.0,-1.0,69.3
2009-08-30,7.3,71718.0,9.0,412.0,0.026,3.06,30.0,0.0,-10.0,68.5
2009-08-31,4.1,59193.0,3.9,432.0,0.026,1.36,13.0,0.0,-11.0,69.6
2009-09-01,2.1,19150.0,5.0,386.0,0.009,1.36,7.0,13.0,-6.0,70.4
2009-09-02,1.9,21329.0,4.6,361.0,0.008,0.98,7.0,0.0,-4.0,69.4
2009-09-03,3.2,29558.0,7.2,352.0,0.012,1.63,13.0,0.0,0.0,69.8
2009-09-04,4.5,116518.0,4.4,458.0,0.046,1.72,17.0,0.0,-4.0,69.5
2009-09-05,2.1,39611.0,2.3,420.0,0.03,0.73,7.0,0.0,-5.0,69.6
2009-09-06,2.7,45723.0,3.8,385.0,0.029,1.04,10.0,0.0,0.0,70.3
2009-09-07,2.6,37698.0,4.0,353.0,0.019,0.88,7.0,0.0,-1.0,69.8
2009-09-08,3.2,30516.0,6.8,322.0,0.011,1.22,3.0,0.0,3.0,70.0
2009-09-09,2.9,22780.0,7.0,304.0,0.011,1.13,3.0,0.0,2.0,70.2
