Cycle,Odd-Even,Variable,Mean,Median,Std,Min,Max,Shannon Entropy,Sample Entropy,Permutation Entropy,Spectral Entropy,Approximate Entropy,Higuchi Fractal Dimension,Katz Fractal Dimension,Petrosian Fractal Dimension,Lempel-Ziv complexity,Hurts exponent
24u,Even,Kp index,13.577515400410677,13.0,9.436003327434006,0.0,57.0,2.3221799985643807,1.8397135545001166,0.9613361610617374,0.9269259220631435,1.7392738683015372,1.8688596964749886,3.509969007257197,1.0258226139156819,517,0.6980573378157897
24d,Even,Kp index,17.48961854176726,17.0,10.295337502911877,0.0,60.0,2.4461912697259516,1.9284559245795516,0.9646545456991528,0.8915060354400242,1.778901078987567,1.8219132065475765,3.877044888907895,1.0255532056888372,570,0.6770879351116862
25u,odd,Kp index,16.604980192416527,17.0,9.834942333279232,0.0,83.0,2.401152339409053,1.985088932455509,0.9778520328689266,0.9336907974402139,1.7557354560968594,1.877188734123056,3.1560502103532935,1.0281095325813008,497,0.6841301316045374
20u,Even,R (Sunspot),73.95272435897436,59.0,62.54659985769622,0.0,299.0,2.503518448296332,0.5425951752251288,0.9273511801706867,0.6524897596615835,0.7822875182946487,1.448698695075928,2.2279774295106356,1.0225021641966423,597,1.064801044929974
20d,Even,R (Sunspot),92.42798494697229,89.0,61.867789725239305,0.0,304.0,2.822009685560717,0.6774261708022132,0.8858917904428681,0.6726544329932739,0.8623246081216811,1.3922713104852618,3.0859859185456315,1.0169562514382795,1303,0.9303469550206704
21u,odd,R (Sunspot),104.48950036205648,75.0,90.20102789412091,0.0,428.0,2.353058875101191,0.339673724722646,0.8973211643739774,0.6511845784486191,0.5563879678001129,1.4692915651890535,2.002068921433333,1.0198234733173221,673,1.102305331373961
21d,odd,R (Sunspot),113.8206674708484,102.0,92.17573900707933,0.0,370.0,2.5439361776869704,0.30513649669079773,0.9216387666831172,0.6771502351519333,0.672428924782154,1.4331894406182017,2.4112220295204136,1.0201072302857337,1198,1.025573641919372
22u,Even,R (Sunspot),108.87234042553192,90.0,87.15130606135453,0.0,384.0,2.3750761660518536,0.3933064108625268,0.9119517990966519,0.668614543673555,0.6591331583533435,1.479902060794733,2.086415309670654,1.021518881979391,622,1.1286146384275908
22d,Even,R (Sunspot),106.3353609083536,87.5,86.60486768130804,0.0,410.0,2.63683152470512,0.4041147759778159,0.9271185395674656,0.6594445605112156,0.6769548977079398,1.4106682797191599,2.774519622463925,1.0204579934390066,1216,0.9649521216724795
23u,odd,R (Sunspot),108.65919749869724,106.0,75.35016315973179,0.0,353.0,2.6395707764173255,0.564167799303485,0.9184789748703991,0.6795356142722329,0.7924734653249108,1.4676173494578293,2.360510050278197,1.0202836448017456,977,1.068027483810535
23d,odd,R (Sunspot),63.2113601236476,43.0,64.02133325476116,0.0,310.0,2.5990509368904133,0.3751409136223045,0.8773842048996262,0.6837775478448666,0.7027085546950684,1.4359613507283513,2.7315510280583233,1.0180976446609769,1070,0.9977418238621726
24u,Even,R (Sunspot),60.27874743326489,53.0,49.076785638632714,0.0,220.0,2.4595720940948738,0.49133915397559474,0.8944204956584305,0.6979554162583272,0.9001593044621856,1.5185197064377989,2.3752556541078573,1.0195431375156327,825,1.0581611774665054
24d,Even,R (Sunspot),39.3549010140029,25.0,42.87509185215556,0.0,199.0,2.3694884482772514,0.3938751134534849,0.8413784458646192,0.7042181277150285,0.847159038288805,1.4626634230915871,2.9073324354488634,1.0166571236796311,763,0.9745170325694672
25u,odd,R (Sunspot),75.00339558573855,66.0,64.57051234380256,0.0,290.0,2.323387462572025,0.36773962429860846,0.8729867549509209,0.6940133491368733,0.723162028698594,1.453241270058153,2.190319173886923,1.0179892952117442,803,1.0484210279843096
20u,Even,Dst-index,-6.8485576923076925,-3.0,18.415292479788523,-240.0,22.0,2.8785803332385616,1.1967540334811682,0.9374606512717977,0.886587883444835,1.2947549417150168,1.7875432470159631,2.162232994265938,1.026086850500808,559,0.8399016032473611
20d,Even,Dst-index,-13.894286691755045,-11.0,17.78907460841057,-163.0,23.0,3.0914477121479536,1.3159952915116502,0.9357546825865661,0.8625850169108805,1.464567601990376,1.7202914209541855,2.977286394574929,1.0233879037946687,1212,0.8477598791933089
21u,odd,Dst-index,-17.69152787834902,-14.0,19.74347426359478,-142.0,23.0,2.910434377968728,1.3962908224878257,0.9354749744230784,0.8523234343322313,1.4083766479299262,1.735805533220171,2.92152186129882,1.025428047603063,642,0.8436959303454216
21d,odd,Dst-index,-17.885806192199436,-14.0,22.30363106203385,-210.0,31.0,3.076846157454192,1.2292289899425237,0.9369744108324245,0.8718669993665177,1.4272169928571112,1.7426668391223696,2.635630852243735,1.0236502140207886,1109,0.8535817276417359
22u,Even,Dst-index,-19.4468085106383,-15.0,22.900982967140482,-225.0,19.0,2.774381686925575,1.1287727211281875,0.9348495866705518,0.8512914108613947,1.2492498947198571,1.74567999021723,2.312886826915393,1.0261442724133147,542,0.8852322073489715
22d,Even,Dst-index,-20.359286293592863,-16.0,23.57438421708093,-223.0,26.0,3.0793256169211944,1.189693565511672,0.9261660650435151,0.8581756952129355,1.41140826249144,1.7110180398546957,2.692162621572966,1.0228826120559356,1095,0.8662367828072413
23u,odd,Dst-index,-15.629494528400208,-12.0,20.920520565084544,-211.0,25.0,3.0469933809439342,1.201735100916667,0.9377495256897642,0.8892069237585577,1.3559178472640054,1.7897470883492546,2.62472526331243,1.0242671846907614,849,0.8681840553891746
23d,odd,Dst-index,-14.675425038639876,-11.0,19.553217570736464,-221.0,34.0,3.098325869790871,1.185488400502143,0.9107514718133614,0.8658231750452804,1.385625328898842,1.7525572693530334,2.8687477521900493,1.021886396148137,1076,0.8554902588829405
24u,Even,Dst-index,-8.984086242299794,-7.0,13.593377845475986,-98.0,19.0,3.02702597824623,1.3785984536787117,0.9358164123412401,0.8835209873318964,1.4584866539643482,1.7869809946002722,2.914213243330481,1.0248298823739517,795,0.8394447263181872
24d,Even,Dst-index,-12.321583775953645,-10.0,14.615586696923012,-127.0,21.0,3.002154702837667,1.4588722602235566,0.9389794892633142,0.8625638569398009,1.5002952408522603,1.7343226278468324,2.7139211849563454,1.0242510319374016,848,0.837782086018321
25u,odd,Dst-index,-9.104697226938313,-6.0,15.975236197989359,-287.0,43.0,2.9699743875794793,1.2162446043934416,0.948573774376863,0.8898873807788468,1.357615679277878,1.7755693723077053,2.1387437607507733,1.0257476142465798,736,0.7399753360026026
20u,Even,f10.7_index,107.99942628205129,99.1,36.05030252555193,68.1,254.1,2.3262673479887983,0.13825673968208216,0.908152803901477,0.5726280796138123,0.37892028679997214,1.3105954088544374,1.7823823846165894,1.0205645034837643,546,1.1700176513191254
20d,Even,f10.7_index,116.7835237769415,114.0,34.471415074769546,67.1,246.6,2.7761543407220586,0.3544777578535076,0.8703590314559034,0.6144726332838234,0.5324565670033543,1.286369971552607,2.4829725562467995,1.0159285836797631,1187,1.0338784486329327
21u,odd,f10.7_index,125.17146994931208,109.6,51.248467887427594,67.4,367.0,2.1570451067345724,0.13103596659632782,0.911481849120785,0.5909065289156348,0.3187002984298313,1.3090235310118523,1.647618478604719,1.0205100899210735,630,1.1951302932403998
21d,odd,f10.7_index,137.70585645355848,133.6,58.66237866748582,65.8,302.9,2.4286100126068764,0.1616946703123291,0.8790979278684946,0.5977369022681348,0.3832366542441106,1.2802023876640705,2.205168714431375,1.0167924383259754,1080,1.131753539653682
22u,Even,f10.7_index,137.05744680851063,116.45,58.70586085637471,67.4,334.7,2.2753752823123663,0.17771863711216798,0.9195395084899517,0.568245826663815,0.3689322979828278,1.3390554150077847,1.7537470838078235,1.0217911331118108,561,1.2185715330646083
22d,Even,f10.7_index,133.06722222222223,117.7,59.30252143089494,65.7,359.2,2.4841683344963728,0.14821518852183135,0.9028946144187696,0.5867926032565328,0.3941345051555514,1.305621291505077,2.33996709461955,1.0183935996189257,1080,1.036576853392924
