,"Scalar B, nT","SW Plasma Temperature, K","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Alpha/Prot. ratio,Flow pressure,Kp index,R (Sunspot No.),"Dst-index, nT",f10.7_index
1986-12-09,7.6,30834.0,14.1,358.0,0.015,3.23,17,10.0,0,70.8
1986-12-10,5.1,57191.0,12.7,405.0,0.008,4.14,27,17.0,-5,72.3
1986-12-11,5.0,64004.0,10.6,379.0,,3.03,20,20.0,-9,73.0
1986-12-12,,,,,,,10,19.0,-1,71.1
1986-12-13,,,,,,,23,20.0,-1,71.5
1986-12-14,,,,,,,30,11.0,-21,71.4
1986-12-15,,,,,,,10,0.0,-10,70.9
1986-12-16,,,,,,,27,9.0,-12,70.8
1986-12-17,4.5,46716.0,14.7,370.0,0.017,3.77,13,8.0,-6,71.7
1986-12-18,5.6,58499.0,11.7,372.0,0.023,2.93,13,0.0,0,71.4
1986-12-19,6.5,105266.0,6.2,426.0,0.045,2.16,13,0.0,-6,71.0
1986-12-20,4.4,64857.0,10.1,412.0,0.027,3.12,20,0.0,-3,70.4
1986-12-21,5.9,69665.0,13.1,415.0,0.036,4.29,23,9.0,-1,70.6
1986-12-22,7.1,158989.0,4.1,515.0,,2.16,27,14.0,-15,71.4
1986-12-23,7.0,220075.0,5.4,548.0,,3.24,37,14.0,-18,70.8
1986-12-24,8.0,180637.0,6.2,513.0,0.042,3.19,23,11.0,-21,70.0
1986-12-25,,,,,,,23,8.0,-16,70.0
1986-12-26,,,,,,,27,0.0,-15,69.7
1986-12-27,,,,,,,23,0.0,-8,69.4
1986-12-28,,,,,,,7,0.0,-10,69.2
1986-12-29,,,,,,,7,0.0,-4,69.2
1986-12-30,6.4,40396.0,11.3,331.0,0.014,2.18,10,0.0,-2,69.6
1986-12-31,8.0,44492.0,11.9,322.0,0.028,2.36,17,9.0,-5,68.1
1987-01-01,,102038.0,18.6,390.0,0.024,5.07,33,18.0,-13,71.6
1987-01-02,5.7,87752.0,10.0,413.0,0.031,3.15,23,14.0,-9,70.5
1987-01-03,4.3,61235.0,6.7,404.0,0.054,2.24,17,12.0,-7,69.1
1987-01-04,2.7,27585.0,10.5,358.0,0.016,2.37,7,11.0,-1,69.0
1987-01-05,3.0,20001.0,17.7,321.0,0.009,3.14,7,10.0,3,70.3
1987-01-06,2.2,18013.0,17.8,309.0,0.008,2.93,7,10.0,2,69.3
1987-01-07,,,,,,,10,10.0,4,69.7
1987-01-08,,,,,,,20,0.0,0,68.2
1987-01-09,,,,,,,23,0.0,-7,68.0
1987-01-10,,,,,,,13,0.0,-5,67.4
1987-01-11,5.1,,,,,,13,0.0,4,68.0
1987-01-12,6.3,47965.0,16.9,348.0,0.025,3.77,23,0.0,-1,68.9
1987-01-13,4.1,51897.0,10.6,383.0,0.035,2.89,17,0.0,1,69.7
1987-01-14,3.5,34465.0,11.7,360.0,0.029,2.83,13,8.0,2,71.1
1987-01-15,5.0,30824.0,14.5,340.0,0.024,3.1,10,9.0,4,71.5
1987-01-16,5.0,57028.0,14.0,393.0,0.03,4.03,27,0.0,-1,70.7
1987-01-17,4.7,44836.0,18.1,389.0,0.026,4.96,20,12.0,2,70.8
1987-01-18,5.8,58542.0,11.5,382.0,0.041,3.21,17,12.0,-6,70.6
1987-01-19,,,,,0.168,,17,9.0,0,70.0
1987-01-20,,,,,,,30,9.0,-12,68.9
1987-01-21,,,,,,,23,13.0,-16,71.2
1987-01-22,,,,,,,23,19.0,-9,73.6
1987-01-23,,,,,,,23,22.0,-13,72.1
1987-01-24,,,,,,,17,13.0,-12,71.6
1987-01-25,5.2,95639.0,4.0,460.0,0.05,1.71,17,12.0,-8,71.5
1987-01-26,5.2,119332.0,4.4,450.0,0.043,1.72,17,13.0,-6,72.6
1987-01-27,6.1,105162.0,6.8,424.0,0.042,2.4,17,12.0,-7,69.9
1987-01-28,7.0,151465.0,8.1,457.0,0.048,3.38,23,19.0,-7,70.8
1987-01-29,5.0,119460.0,4.3,456.0,0.061,1.93,20,14.0,-16,70.6
1987-01-30,5.7,59943.0,9.2,380.0,0.041,2.56,10,13.0,-4,69.8
1987-01-31,6.0,45722.0,15.8,375.0,0.026,4.08,17,10.0,-4,68.7
1987-02-01,,,,,0.181,,17,0.0,-2,69.2
1987-02-02,,,,,,,10,0.0,-2,69.8
1987-02-03,,,,,,,10,0.0,1,70.0
1987-02-04,,,,,,,10,0.0,1,68.3
1987-02-05,,65348.0,16.3,357.0,0.029,3.87,10,0.0,9,67.5
1987-02-06,7.4,114212.0,12.9,401.0,0.049,3.99,17,0.0,7,67.7
1987-02-07,5.8,110785.0,7.0,428.0,0.048,2.53,23,0.0,0,69.1
1987-02-08,6.5,193568.0,4.8,528.0,0.052,2.78,27,0.0,-10,68.9
1987-02-09,5.2,102073.0,3.8,499.0,0.056,1.92,23,0.0,-12,69.2
1987-02-10,3.5,70678.0,6.6,446.0,0.051,2.48,20,10.0,-7,69.3
1987-02-11,5.4,36293.0,13.1,369.0,0.025,3.23,13,0.0,0,68.5
1987-02-12,7.1,62400.0,14.3,387.0,0.023,3.96,33,0.0,-27,67.8
1987-02-13,,,,,,,10,0.0,-14,68.0
1987-02-14,,,,,,,13,11.0,-1,68.3
1987-02-15,,,,,,,17,10.0,0,69.3
1987-02-16,,,,,,,27,0.0,-8,68.4
1987-02-17,,,,,,,20,0.0,-6,68.1
1987-02-18,6.4,,,,,,17,0.0,-6,69.8
1987-02-19,4.8,50471.0,9.2,386.0,,2.79,13,0.0,0,69.5
1987-02-20,7.2,242558.0,6.1,602.0,0.052,4.1,40,0.0,-20,69.6
1987-02-21,5.5,153702.0,4.2,570.0,0.054,2.76,33,10.0,-27,70.7
1987-02-22,5.1,203629.0,4.2,538.0,0.055,2.48,30,10.0,-23,70.4
1987-02-23,5.8,167794.0,4.3,551.0,0.051,2.58,30,0.0,-19,70.5
1987-02-24,5.5,189454.0,4.0,539.0,0.053,2.35,23,0.0,-16,72.1
1987-02-25,5.0,127533.0,4.2,500.0,0.049,2.06,17,10.0,-12,73.5
1987-02-26,4.2,73385.0,5.8,452.0,,2.37,13,12.0,-8,73.9
1987-02-27,,,,,,,23,11.0,-4,74.0
1987-02-28,,,,,,,27,11.0,-17,72.7
1987-03-01,,,,,,,20,15.0,-10,72.8
1987-03-02,,,,,,,7,27.0,-9,73.3
1987-03-03,4.8,54557.0,11.8,377.0,0.045,3.32,17,18.0,-2,71.6
1987-03-04,6.6,45728.0,13.7,383.0,0.024,3.87,23,19.0,-6,73.3
1987-03-05,7.8,226504.0,7.1,514.0,0.055,3.55,33,28.0,-12,73.7
1987-03-06,5.6,218663.0,3.7,561.0,0.06,2.36,23,27.0,-13,75.6
1987-03-07,5.1,228847.0,3.7,608.0,0.055,2.73,33,28.0,-25,75.5
1987-03-08,4.4,165574.0,3.8,544.0,0.066,2.27,27,26.0,-17,76.9
1987-03-09,4.2,129122.0,3.9,517.0,0.055,2.1,17,17.0,-14,73.6
1987-03-10,4.4,105998.0,6.1,483.0,0.046,2.81,23,13.0,-14,71.4
1987-03-11,,,,,,,20,11.0,-5,70.5
1987-03-12,,,,,,,27,0.0,-4,69.5
1987-03-13,,,,,,,20,0.0,-4,69.6
1987-03-14,,,,,,,20,12.0,-4,71.1
1987-03-15,,,,,,,23,13.0,-4,70.5
1987-03-16,5.5,107605.0,6.8,446.0,0.066,2.81,23,13.0,-8,71.0
1987-03-17,5.3,106579.0,7.0,444.0,0.072,2.8,20,26.0,-8,71.2
1987-03-18,7.1,123704.0,9.5,458.0,0.052,4.14,23,25.0,3,72.5
1987-03-19,5.6,163905.0,4.2,519.0,0.05,2.22,23,14.0,-10,71.5
1987-03-20,5.5,88453.0,7.8,431.0,0.038,2.63,10,14.0,-2,73.8
1987-03-21,8.7,169946.0,9.7,481.0,0.049,4.27,30,18.0,-10,74.2
1987-03-22,6.0,225957.0,3.8,575.0,0.055,2.56,27,20.0,-16,73.8
1987-03-23,8.1,160952.0,3.5,638.0,0.036,2.72,17,22.0,-7,75.5
1987-03-24,,,,,,,10,22.0,1,75.9
1987-03-25,,,,,,,13,19.0,-3,75.7
1987-03-26,,,,,,,27,14.0,-15,75.6
1987-03-27,,,,,,,37,13.0,-18,75.4
1987-03-28,4.8,164544.0,3.5,547.0,0.042,2.01,23,14.0,-17,75.0
1987-03-29,4.0,100770.0,3.5,498.0,0.054,1.78,13,15.0,-12,75.3
1987-03-30,4.6,44743.0,7.2,382.0,0.029,1.91,10,18.0,-9,74.6
1987-03-31,4.0,36586.0,12.7,328.0,0.024,2.5,10,18.0,-7,71.9
1987-04-01,6.8,47893.0,9.2,330.0,0.036,1.91,23,16.0,-17,72.5
1987-04-02,4.1,32737.0,9.5,319.0,0.029,1.8,10,14.0,-9,71.9
1987-04-03,4.9,17044.0,8.4,296.0,0.023,1.34,3,12.0,2,72.4
1987-04-04,10.1,85000.0,18.9,356.0,0.047,5.01,27,15.0,-3,74.0
1987-04-05,12.0,102769.0,16.0,393.0,0.051,4.96,27,32.0,-12,77.6
1987-04-06,,,,,,,17,55.0,-7,89.4
1987-04-07,,,,,,,27,65.0,-9,94.4
1987-04-08,,,,,,,23,74.0,-6,94.8
1987-04-09,,,,,,,20,80.0,-5,100.5
1987-04-10,5.9,71608.0,3.9,409.0,0.07,1.38,17,89.0,-8,100.0
1987-04-11,3.4,56850.0,5.0,413.0,0.058,1.76,17,93.0,-5,101.3
1987-04-12,3.7,41799.0,9.4,346.0,0.03,2.07,13,93.0,1,98.6
1987-04-13,8.7,44563.0,12.1,360.0,0.032,2.9,23,92.0,-2,99.3
1987-04-14,6.0,42318.0,8.1,350.0,0.041,1.92,17,89.0,-5,97.7
1987-04-15,6.1,41531.0,8.7,364.0,0.029,2.17,17,91.0,-5,97.8
1987-04-16,6.8,129372.0,3.4,405.0,0.028,1.06,10,70.0,-2,95.3
1987-04-17,5.7,105354.0,4.2,380.0,0.068,1.24,13,48.0,-2,97.3
1987-04-18,,,,,,,10,42.0,3,94.0
1987-04-19,,,,,,,20,34.0,-11,91.7
1987-04-20,,,,,,,20,14.0,-18,85.6
1987-04-21,,,,,,,7,22.0,-8,78.3
1987-04-22,5.4,44300.0,17.9,338.0,0.027,3.75,13,30.0,2,76.5
1987-04-23,3.5,39347.0,11.8,345.0,0.04,2.64,10,29.0,3,76.5
1987-04-24,6.3,52699.0,13.4,354.0,0.034,3.03,23,41.0,-7,78.6
1987-04-25,4.6,47959.0,11.3,358.0,0.037,2.76,10,29.0,-3,75.8
1987-04-26,3.4,47488.0,11.9,356.0,0.04,2.92,10,24.0,5,74.3
1987-04-27,5.6,49400.0,12.8,360.0,0.044,3.15,20,13.0,-3,74.8
1987-04-28,3.7,30640.0,6.1,322.0,0.027,1.14,3,16.0,-5,74.3
1987-04-29,4.8,37783.0,12.2,316.0,0.021,2.22,10,23.0,4,73.6
1987-04-30,6.0,27653.0,17.4,321.0,0.018,3.24,10,35.0,12,76.8
1987-05-01,8.6,51349.0,18.9,370.0,0.01,4.53,17,46.0,13,79.3
1987-05-02,,,,,,,17,47.0,-3,80.2
1987-05-03,,,,,,,13,32.0,-2,82.8
1987-05-04,,,,,,,13,27.0,-1,84.4
1987-05-05,2.9,38398.0,6.1,362.0,0.019,1.41,10,28.0,3,86.1
1987-05-06,3.5,17942.0,13.3,327.0,0.008,2.45,13,32.0,9,87.9
1987-05-07,5.9,38197.0,13.2,352.0,0.022,2.93,17,40.0,-12,88.1
1987-05-08,2.7,28927.0,9.9,351.0,0.02,2.2,10,30.0,-1,89.1
1987-05-09,3.9,37034.0,13.4,351.0,0.014,2.92,13,27.0,7,87.3
1987-05-10,6.9,149810.0,7.8,425.0,0.055,2.86,20,30.0,6,89.5
1987-05-11,4.1,38451.0,6.2,361.0,0.013,1.49,13,31.0,3,86.4
1987-05-12,2.3,34414.0,8.6,338.0,0.015,1.78,7,27.0,3,85.4
1987-05-13,3.4,23424.0,13.0,330.0,,2.81,17,26.0,16,87.4
1987-05-14,,,,,,,23,15.0,4,91.2
1987-05-15,,,,,,,10,46.0,0,93.6
1987-05-16,,,,,,,10,59.0,2,98.2
1987-05-17,3.9,48651.0,11.4,329.0,0.02,2.19,10,81.0,8,96.7
1987-05-18,2.7,35863.0,10.2,324.0,0.018,1.96,7,64.0,10,98.5
1987-05-19,3.5,53433.0,13.9,301.0,0.01,2.19,3,77.0,13,100.1
1987-05-20,4.4,25838.0,12.2,309.0,0.026,2.16,10,55.0,10,99.8
1987-05-21,3.7,16765.0,11.0,288.0,0.019,1.64,7,49.0,9,99.9
1987-05-22,4.2,26021.0,29.1,308.0,0.011,4.96,17,45.0,19,101.0
1987-05-23,6.4,55774.0,15.8,340.0,0.023,3.26,20,47.0,10,94.9
1987-05-24,6.5,56927.0,9.5,387.0,0.025,2.57,33,45.0,-19,98.5
1987-05-25,7.5,39010.0,15.2,426.0,0.049,5.51,33,44.0,-26,96.8
1987-05-26,,,,,,,20,44.0,-14,92.3
1987-05-27,,,,,,,30,42.0,-42,87.5
1987-05-28,,,,,,,23,25.0,-13,85.1
1987-05-29,6.4,72610.0,17.7,410.0,0.037,5.71,30,20.0,-40,79.3
1987-05-30,6.0,46592.0,7.6,384.0,0.024,2.09,20,18.0,-17,77.9
1987-05-31,9.6,43186.0,12.8,350.0,0.02,2.82,23,14.0,-20,77.3
1987-06-01,6.9,88352.0,16.8,362.0,0.035,4.26,20,16.0,-10,77.8
1987-06-02,6.3,129020.0,4.5,442.0,0.048,1.74,17,12.0,-11,77.9
1987-06-03,4.3,86304.0,4.6,407.0,0.037,1.42,10,0.0,-3,76.4
1987-06-04,4.2,40499.0,12.5,362.0,0.017,2.87,17,0.0,4,77.3
1987-06-05,6.0,33433.0,12.6,353.0,0.029,2.96,20,11.0,1,76.1
1987-06-06,10.8,46545.0,19.1,380.0,0.018,5.13,37,0.0,-24,75.8
1987-06-07,,,,,,,20,0.0,-19,76.0
1987-06-08,,,,,,,10,0.0,-15,77.0
1987-06-09,,,,,,,7,0.0,-4,76.8
1987-06-10,8.5,44285.0,13.6,342.0,0.055,3.24,10,0.0,6,78.1
1987-06-11,8.8,85654.0,10.6,371.0,0.062,3.1,20,12.0,8,80.7
1987-06-12,6.3,138479.0,7.7,455.0,0.066,3.35,27,23.0,-1,82.1
1987-06-13,5.1,88154.0,5.0,474.0,0.048,2.24,17,15.0,-3,82.3
1987-06-14,4.1,63239.0,5.2,403.0,0.055,1.73,13,11.0,0,80.6
1987-06-15,4.6,48457.0,11.4,350.0,0.03,2.62,10,12.0,4,80.4
1987-06-16,5.3,74501.0,11.7,388.0,0.032,3.21,20,13.0,6,81.3
1987-06-17,6.0,85857.0,6.9,389.0,0.038,2.0,13,15.0,1,81.8
1987-06-18,5.9,97048.0,6.7,376.0,0.058,1.86,17,26.0,-2,82.9
1987-06-19,9.1,160571.0,8.3,402.0,0.026,2.63,30,14.0,-13,82.4
1987-06-20,,,,,,,20,24.0,-16,81.1
1987-06-21,,,,,,,17,31.0,-11,82.6
1987-06-22,,,,,,,10,41.0,-7,87.1
1987-06-23,4.8,42748.0,5.4,310.0,0.013,0.93,7,40.0,-3,87.5
1987-06-24,5.4,24053.0,16.1,329.0,0.013,3.07,17,41.0,8,89.1
1987-06-25,6.9,27335.0,11.3,307.0,0.062,2.26,17,41.0,-1,86.3
1987-06-26,9.3,85080.0,8.3,365.0,0.046,2.19,20,44.0,-17,84.3
1987-06-27,4.8,90423.0,5.1,434.0,0.038,1.86,13,35.0,-5,78.9
1987-06-28,3.1,31201.0,16.5,351.0,0.011,3.6,10,44.0,6,79.2
1987-06-29,5.8,55337.0,11.6,342.0,0.023,2.61,13,27.0,9,76.6
1987-06-30,3.7,31638.0,9.8,317.0,0.019,1.83,7,15.0,6,75.9
1987-07-01,3.2,16150.0,13.4,309.0,0.005,2.22,7,15.0,14,76.0
1987-07-02,4.4,13109.0,11.3,307.0,0.011,1.85,7,0.0,8,74.4
1987-07-03,,,,,,,17,0.0,14,73.7
1987-07-04,,,,,,,17,0.0,8,73.2
1987-07-05,,,,,,,17,0.0,0,73.4
1987-07-06,4.8,58396.0,5.3,358.0,0.015,1.23,13,0.0,0,73.3
1987-07-07,4.4,36525.0,11.5,333.0,0.016,2.29,10,10.0,5,74.1
1987-07-08,7.4,115075.0,9.8,413.0,0.065,3.24,23,14.0,6,76.1
1987-07-09,7.3,83043.0,11.1,408.0,0.071,3.86,23,15.0,5,76.3
1987-07-10,6.3,83154.0,7.7,399.0,0.065,2.52,23,13.0,-4,76.3
1987-07-11,6.0,36524.0,8.2,384.0,0.052,2.46,17,0.0,-4,75.7
1987-07-12,5.1,56857.0,15.2,367.0,0.038,3.96,20,0.0,2,75.5
1987-07-13,5.6,55096.0,11.5,382.0,0.027,3.11,10,0.0,8,75.1
1987-07-14,6.9,70881.0,9.8,387.0,0.026,2.73,13,0.0,7,76.6
1987-07-15,5.4,63466.0,13.6,371.0,0.015,3.32,37,15.0,-6,78.8
1987-07-16,,,,,,,33,20.0,-20,80.9
1987-07-17,,,,,,,30,16.0,-20,81.5
1987-07-18,,,,,,,23,20.0,-14,82.5
1987-07-19,4.8,98097.0,4.1,463.0,0.056,1.8,20,27.0,-9,85.1
1987-07-20,5.7,127397.0,4.2,467.0,0.045,1.81,20,44.0,-6,93.8
1987-07-21,5.1,105263.0,4.6,413.0,0.046,1.57,17,77.0,-6,95.6
1987-07-22,5.5,87887.0,6.1,397.0,0.063,2.01,20,101.0,-6,102.6
1987-07-23,5.9,52697.0,7.2,351.0,0.064,1.84,13,118.0,-4,115.6
1987-07-24,6.6,58146.0,15.0,333.0,0.053,3.47,23,106.0,4,115.0
1987-07-25,7.5,58780.0,19.6,345.0,0.044,4.52,30,102.0,-6,114.9
1987-07-26,6.6,53206.0,7.8,328.0,0.048,1.7,10,98.0,-5,109.8
1987-07-27,5.4,16600.0,10.9,322.0,,2.26,13,89.0,-4,105.4
1987-07-28,,,,,,,33,69.0,-2,102.5
1987-07-29,,,,,,,43,69.0,-66,97.3
1987-07-30,,,,,,,20,72.0,-34,94.0
1987-07-31,9.2,,,,,,23,73.0,-28,91.9
1987-08-01,6.5,116253.0,7.3,439.0,0.052,2.74,20,56.0,-25,91.0
1987-08-02,5.1,61152.0,6.2,383.0,0.053,1.82,13,58.0,-15,89.7
1987-08-03,8.7,84642.0,14.4,391.0,0.062,4.44,23,48.0,-20,87.1
1987-08-04,5.6,66512.0,9.0,400.0,0.059,2.91,17,41.0,-16,84.0
1987-08-05,5.3,153143.0,8.7,448.0,0.044,3.45,27,38.0,-21,81.6
1987-08-06,5.9,82877.0,9.0,426.0,0.042,3.19,20,40.0,-8,85.2
1987-08-07,4.7,85206.0,8.0,367.0,0.059,2.19,10,47.0,-6,89.5
1987-08-08,7.4,61797.0,16.4,355.0,0.03,3.75,23,56.0,-7,93.8
1987-08-09,8.0,82072.0,13.2,388.0,0.07,4.28,20,48.0,-8,94.8
1987-08-10,,,,,,,10,58.0,2,94.0
1987-08-11,,,,,,,17,69.0,7,99.8
1987-08-12,8.3,208747.0,4.7,579.0,,3.15,30,60.0,-5,100.0
1987-08-13,7.3,234444.0,4.6,591.0,0.045,3.22,33,58.0,-18,101.8
1987-08-14,6.7,271394.0,2.9,631.0,0.051,2.27,30,61.0,-15,102.4
1987-08-15,5.8,207139.0,2.8,639.0,0.046,2.24,33,61.0,-20,101.3
1987-08-16,4.8,155266.0,2.6,566.0,0.052,1.65,27,68.0,-18,102.7
1987-08-17,5.6,104654.0,3.8,489.0,0.051,1.8,23,57.0,-14,101.2
1987-08-18,5.0,87811.0,4.5,436.0,0.057,1.74,17,53.0,-13,100.4
1987-08-19,6.4,92935.0,6.3,405.0,0.062,2.12,20,56.0,-10,99.0
1987-08-20,5.1,78096.0,4.8,454.0,0.053,2.0,20,63.0,-11,101.2
1987-08-21,5.7,87970.0,4.4,452.0,0.043,1.78,13,60.0,-7,96.6
1987-08-22,,,,,,,17,42.0,1,94.4
1987-08-23,,,,,,,23,48.0,-13,91.8
1987-08-24,,,,,,,23,43.0,-3,89.6
1987-08-25,17.0,61144.0,16.5,420.0,0.032,5.46,43,43.0,-42,89.9
1987-08-26,10.7,200290.0,13.2,468.0,0.049,5.37,47,42.0,-48,87.3
1987-08-27,9.2,191758.0,6.6,526.0,0.043,3.62,33,30.0,-30,85.1
1987-08-28,6.4,133694.0,3.9,489.0,0.06,1.84,27,29.0,-33,81.3
1987-08-29,8.8,83166.0,5.9,451.0,0.046,2.24,23,16.0,-25,79.9
1987-08-30,7.6,82841.0,10.4,430.0,0.048,3.77,27,12.0,-19,78.5
1987-08-31,9.6,248865.0,7.1,538.0,0.065,3.95,40,25.0,-25,83.2
1987-09-01,6.3,194715.0,3.7,644.0,0.049,3.05,43,41.0,-37,85.3
1987-09-02,4.3,169316.0,2.9,581.0,0.052,1.97,27,47.0,-29,85.5
1987-09-03,,,,,,,10,46.0,-17,87.5
1987-09-04,,,,,,,17,47.0,-14,89.6
1987-09-05,,,,,,,17,49.0,-13,93.5
1987-09-06,7.9,80845.0,23.0,398.0,0.025,6.57,23,55.0,-4,95.6
1987-09-07,5.9,92763.0,9.2,412.0,0.037,3.01,23,70.0,-8,99.5
1987-09-08,5.7,145617.0,3.7,548.0,0.049,2.17,23,83.0,-9,101.9
1987-09-09,3.9,75102.0,6.5,452.0,0.044,2.65,20,80.0,-6,100.9
1987-09-10,9.3,63150.0,16.2,399.0,0.026,4.83,37,73.0,-15,97.8
1987-09-11,10.9,266881.0,6.0,586.0,0.057,4.14,47,72.0,-45,95.4
1987-09-12,5.5,156811.0,3.1,640.0,0.05,2.51,37,55.0,-32,91.1
1987-09-13,7.6,280136.0,5.0,638.0,0.044,3.89,33,31.0,-28,89.7
1987-09-14,6.0,242395.0,2.9,682.0,0.043,2.73,37,25.0,-31,86.8
1987-09-15,,,,,,,40,26.0,-26,85.0
1987-09-16,,,,,,,33,30.0,-28,83.5
1987-09-17,,,,,,,33,31.0,-24,84.0
1987-09-18,,,,,,,20,37.0,-18,82.4
1987-09-19,3.6,61094.0,4.3,452.0,0.051,1.78,7,44.0,-13,82.7
1987-09-20,8.8,21108.0,9.5,396.0,0.019,2.69,23,47.0,-8,84.9
