,"Scalar B, nT","SW Plasma Temperature, K","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Alpha/Prot. ratio,Flow pressure,Kp index,R (Sunspot No.),"Dst-index, nT",f10.7_index
1968-05-21,7.8,113423.0,2.7,544.0,,1.52,37,201.0,-27,194.6
1968-05-22,6.9,65838.0,0.8,539.0,,0.48,30,202.0,-31,190.3
1968-05-23,6.6,65801.0,1.6,506.0,,0.87,23,211.0,-18,185.7
1968-05-24,4.0,101539.0,1.6,516.0,,0.84,30,234.0,-29,182.6
1968-05-25,3.5,48787.0,1.9,434.0,,0.7,17,207.0,-16,181.0
1968-05-26,3.3,37309.0,2.6,363.0,,0.69,10,171.0,-8,177.1
1968-05-27,4.9,68236.0,6.4,349.0,,1.55,10,197.0,6,170.9
1968-05-28,7.1,63351.0,7.2,343.0,,1.69,17,188.0,5,158.1
1968-05-29,9.6,80615.0,7.4,363.0,,1.98,23,191.0,-9,150.9
1968-05-30,8.1,101799.0,5.8,394.0,,1.7,23,178.0,-3,151.3
1968-05-31,4.9,89308.0,3.2,456.0,,1.3,23,193.0,-5,148.9
1968-06-01,6.1,116044.0,6.4,467.0,,2.85,30,197.0,1,152.0
1968-06-02,6.5,86253.0,4.7,500.0,,2.33,30,190.0,-14,145.4
1968-06-03,6.7,167516.0,3.2,598.0,,2.21,30,171.0,-8,143.8
1968-06-04,3.7,138871.0,1.7,581.0,,1.12,23,161.0,-5,144.0
1968-06-05,3.8,79031.0,1.9,471.0,,0.84,13,163.0,-4,138.3
1968-06-06,3.6,83777.0,2.0,430.0,,0.72,13,183.0,-1,145.5
1968-06-07,7.1,29070.0,14.9,385.0,,4.43,23,195.0,5,152.2
1968-06-08,9.4,,,484.0,,,23,169.0,8,154.6
1968-06-09,7.2,,,475.0,,,20,146.0,2,149.0
1968-06-10,7.2,,,518.0,,,43,140.0,-25,147.9
1968-06-11,12.6,,,725.0,,,63,123.0,-63,146.5
1968-06-12,,,,674.0,,,47,149.0,-59,143.4
1968-06-13,6.7,15488.0,8.9,462.0,,3.8,50,153.0,-61,143.4
1968-06-14,7.0,41367.0,5.9,456.0,,2.48,37,161.0,-45,139.5
1968-06-15,5.7,59842.0,4.7,426.0,,1.68,20,152.0,-24,139.7
1968-06-16,9.4,74605.0,3.9,441.0,,1.38,23,146.0,-17,138.2
1968-06-17,7.5,230294.0,2.5,585.0,,1.74,30,160.0,-30,139.6
1968-06-18,4.8,190269.0,1.5,593.0,,1.04,27,171.0,-23,143.2
1968-06-19,5.0,234060.0,0.9,646.0,,0.74,27,152.0,-24,147.5
1968-06-20,4.7,39131.0,2.5,527.0,,1.3,17,146.0,-6,151.5
1968-06-21,6.8,33698.0,2.5,430.0,,0.89,7,153.0,2,157.2
1968-06-22,6.6,63545.0,6.6,422.0,,2.35,23,133.0,-10,154.6
1968-06-23,3.2,44888.0,3.8,391.0,,1.18,17,143.0,-11,163.8
1968-06-24,2.9,48942.0,3.4,354.0,,0.86,3,160.0,-1,157.5
1968-06-25,4.8,158499.0,6.0,322.0,,1.34,10,157.0,5,154.0
1968-06-26,9.8,143095.0,8.8,436.0,,3.02,27,152.0,13,146.2
1968-06-27,5.4,82198.0,5.4,500.0,,2.7,27,144.0,5,147.6
1968-06-28,3.8,62290.0,2.8,443.0,,1.09,17,157.0,1,142.8
1968-06-29,6.9,88025.0,3.3,446.0,,1.34,23,133.0,4,139.1
1968-06-30,6.7,114332.0,2.7,487.0,,1.3,23,125.0,-5,135.9
1968-07-01,4.9,84632.0,1.9,471.0,,0.86,23,78.0,-15,128.3
1968-07-02,5.1,82497.0,2.6,449.0,,1.04,23,52.0,-8,120.3
1968-07-03,5.3,62738.0,4.8,455.0,,2.05,30,43.0,-9,117.2
1968-07-04,5.3,,,498.0,,,23,37.0,-9,116.0
1968-07-05,5.0,,,450.0,,,20,40.0,-5,119.4
1968-07-06,6.2,,,424.0,,,17,58.0,0,120.1
1968-07-07,4.9,,,508.0,,,17,76.0,-2,135.0
1968-07-08,4.0,,,441.0,,,17,126.0,2,147.1
1968-07-09,4.2,,,391.0,,,10,129.0,10,153.6
1968-07-10,9.4,,,,,,43,140.0,-7,157.0
1968-07-11,5.6,,,,,,23,176.0,-13,162.8
1968-07-12,5.4,,,441.0,,,17,215.0,-12,166.1
1968-07-13,6.2,,,440.0,,,27,208.0,-9,155.6
1968-07-14,5.5,,,,,,33,195.0,-32,155.9
1968-07-15,3.7,,,,,,17,174.0,-14,147.9
1968-07-16,4.3,,,,,,20,183.0,-1,149.5
1968-07-17,3.6,,,505.0,,,13,166.0,-4,143.6
1968-07-18,5.5,,,459.0,,,20,136.0,-8,135.2
1968-07-19,4.4,,,427.0,,,20,144.0,-1,135.3
1968-07-20,4.6,,,,,,10,132.0,-1,133.9
1968-07-21,4.9,,,396.0,,,20,132.0,3,133.0
1968-07-22,7.5,,,467.0,,,33,122.0,-13,139.0
1968-07-23,5.0,,,484.0,,,23,132.0,-13,146.1
1968-07-24,3.3,,,,,,7,143.0,-4,152.7
1968-07-25,5.5,,,,,,17,176.0,4,158.2
1968-07-26,7.4,,,474.0,,,27,184.0,1,154.4
1968-07-27,5.2,,,502.0,,,23,180.0,-11,146.8
1968-07-28,4.2,,,,,,20,167.0,-1,143.6
1968-07-29,4.5,,,455.0,,,13,183.0,0,144.3
1968-07-30,4.4,,,,,,17,163.0,5,138.6
1968-07-31,4.0,,,418.0,,,13,132.0,1,134.7
1968-08-01,2.6,,,386.0,,,10,139.0,5,134.2
1968-08-02,3.6,,,,,,10,129.0,1,134.2
1968-08-03,8.6,28962.0,16.0,380.0,,4.64,23,130.0,5,140.9
1968-08-04,6.9,37873.0,12.8,397.0,,4.35,13,133.0,4,135.6
1968-08-05,5.8,54450.0,11.0,404.0,,3.52,27,133.0,7,135.9
1968-08-06,9.2,,,491.0,,,30,135.0,2,148.0
1968-08-07,6.1,,,,,,27,142.0,-8,139.8
1968-08-08,5.1,,,,,,27,160.0,-6,141.8
1968-08-09,5.4,,,548.0,,,27,139.0,-5,146.7
1968-08-10,4.4,,,516.0,,,20,127.0,-5,146.6
1968-08-11,4.5,,,485.0,,,13,147.0,-3,150.7
1968-08-12,5.2,,,,,,17,164.0,4,161.6
1968-08-13,7.0,,,303.0,,,20,201.0,8,170.8
1968-08-14,7.3,,,572.0,,,40,234.0,-12,185.1
1968-08-15,6.4,,,590.0,,,37,244.0,-22,185.7
1968-08-16,6.8,,,622.0,,,43,241.0,-26,179.0
1968-08-17,5.6,,,,,,47,227.0,-32,169.2
1968-08-18,4.3,130793.0,1.8,630.0,,1.41,33,210.0,-24,164.8
1968-08-19,4.5,122300.0,2.1,597.0,,1.47,23,193.0,-16,159.8
1968-08-20,3.9,109343.0,2.0,537.0,,1.19,17,173.0,-12,159.9
1968-08-21,3.5,52368.0,2.2,454.0,,0.92,10,195.0,-9,158.6
1968-08-22,5.3,69609.0,3.0,422.0,,1.08,13,202.0,-3,153.8
1968-08-23,7.9,,,490.0,,,23,178.0,-16,137.7
1968-08-24,7.8,,,514.0,,,33,153.0,-22,130.8
1968-08-25,6.7,,,494.0,,,10,122.0,-9,124.2
1968-08-26,6.0,,,,,,10,109.0,-7,118.0
1968-08-27,4.5,,,,,,13,95.0,0,114.5
1968-08-28,3.9,,,362.0,,,10,69.0,5,119.4
1968-08-29,4.2,,,324.0,,,3,91.0,6,121.7
1968-08-30,4.3,,,306.0,,,7,96.0,8,125.5
1968-08-31,10.2,,,,,,27,89.0,-9,123.5
1968-09-01,7.5,,,374.0,,,20,110.0,-15,129.5
1968-09-02,5.5,,,433.0,,,23,116.0,-3,134.2
1968-09-03,8.8,,,544.0,,,33,169.0,-1,142.8
1968-09-04,5.8,66701.0,2.8,561.0,,1.17,27,167.0,-9,143.2
1968-09-05,4.6,123087.0,2.6,538.0,,1.5,27,157.0,-5,139.6
1968-09-06,6.2,90034.0,2.7,548.0,,1.67,33,136.0,-8,136.0
1968-09-07,15.4,50258.0,3.3,505.0,,1.74,30,127.0,-14,141.1
1968-09-08,9.3,54470.0,3.9,450.0,,1.56,47,150.0,-71,149.4
1968-09-09,3.7,32776.0,5.9,430.0,,2.2,27,181.0,-27,149.4
1968-09-10,4.9,46424.0,5.7,383.0,,1.69,17,195.0,-17,156.2
1968-09-11,6.2,51477.0,4.9,351.0,,1.21,10,205.0,-11,152.5
1968-09-12,8.4,73277.0,8.6,368.0,,2.39,33,212.0,-13,156.0
1968-09-13,8.3,128018.0,7.6,447.0,,3.04,47,217.0,-31,150.6
1968-09-14,5.8,,,,,,40,160.0,-28,146.7
1968-09-15,5.3,,,,,,40,125.0,-22,135.7
1968-09-16,3.1,,,,,,23,119.0,-17,132.0
1968-09-17,3.5,,,,,,17,115.0,-12,131.5
1968-09-18,4.6,,,,,,7,120.0,-6,128.7
1968-09-19,6.9,,,,,,23,125.0,-11,127.3
1968-09-20,5.3,,,,,,13,119.0,-8,127.4
1968-09-21,6.0,,,,,,23,127.0,-6,133.6
1968-09-22,6.3,55485.0,3.1,489.0,,1.42,23,140.0,-4,127.5
1968-09-23,5.4,,,,,,33,167.0,-23,126.8
1968-09-24,3.7,,,,,,7,211.0,-16,143.0
1968-09-25,3.0,,,,,,7,265.0,-6,158.1
1968-09-26,4.3,,,,,,13,261.0,5,160.0
1968-09-27,3.5,,,,,,7,249.0,6,157.8
1968-09-28,4.6,,,366.0,,,20,211.0,8,158.8
1968-09-29,4.0,,,372.0,,,20,194.0,6,154.0
1968-09-30,4.4,,,,,,17,129.0,7,144.3
1968-10-01,9.5,,,,,,30,106.0,-16,136.5
1968-10-02,11.0,,,518.0,,,47,103.0,-43,136.3
1968-10-03,5.7,,,622.0,,,30,153.0,-40,145.2
1968-10-04,4.2,,,,,,7,169.0,-27,146.1
1968-10-05,3.9,,,,,,7,167.0,-19,147.9
1968-10-06,4.5,,,457.0,,,17,178.0,1,145.3
1968-10-07,4.6,,,,,,27,191.0,-5,146.9
1968-10-08,4.7,,,,,,17,159.0,-13,141.6
1968-10-09,4.6,,,,,,20,123.0,-6,137.3
1968-10-10,4.1,,,,,,13,99.0,-5,134.6
1968-10-11,4.9,,,352.0,,,7,135.0,6,133.9
1968-10-12,10.0,,,390.0,,,50,140.0,-43,136.8
1968-10-13,4.1,,,,,,40,99.0,-43,127.2
1968-10-14,4.1,,,,,,30,108.0,-30,132.1
1968-10-15,3.6,,,,,,13,127.0,-21,137.0
1968-10-16,5.0,,,,,,13,125.0,-8,137.2
1968-10-17,7.7,,,,,,23,116.0,-11,142.5
1968-10-18,5.5,,,,,,17,153.0,-10,149.6
1968-10-19,6.2,,,,,,23,159.0,-6,153.7
1968-10-20,3.6,,,,,,17,161.0,-18,155.5
1968-10-21,3.6,,,,,,3,173.0,-6,163.3
1968-10-22,3.9,,,,,,3,190.0,-3,164.8
1968-10-23,6.3,,,,,,7,193.0,6,167.0
1968-10-24,9.5,,,,,,17,197.0,4,173.3
1968-10-25,4.4,,,377.0,,,17,195.0,-10,171.7
1968-10-26,5.8,,,367.0,,,13,188.0,1,172.5
1968-10-27,5.5,,,476.0,,,17,195.0,-1,172.8
1968-10-28,4.8,,,,,,13,167.0,4,171.0
1968-10-29,16.0,,,,,,43,161.0,-7,191.1
1968-10-30,7.8,,,613.0,,,30,159.0,-37,163.9
1968-10-31,12.6,,,655.0,,,63,140.0,-107,159.5
1968-11-01,12.6,142500.0,5.0,901.0,,8.12,60,126.0,-133,153.4
1968-11-02,9.4,319250.0,3.4,923.0,,5.71,57,108.0,-130,151.5
1968-11-03,5.7,,,676.0,,,40,108.0,-91,146.1
1968-11-04,5.7,,,752.0,,,37,115.0,-64,140.3
1968-11-05,5.2,,,,,,17,137.0,-50,132.9
1968-11-06,6.4,,,,,,13,130.0,-35,131.4
1968-11-07,6.1,,,,,,27,130.0,-45,129.1
1968-11-08,6.9,,,386.0,,,20,126.0,-39,133.1
1968-11-09,6.9,,,491.0,,,33,149.0,-40,135.4
1968-11-10,4.5,,,,,,23,157.0,-36,135.2
1968-11-11,4.2,,,,,,23,150.0,-38,132.6
1968-11-12,3.8,34833.0,6.9,336.0,,1.55,7,133.0,-23,129.3
1968-11-13,8.3,25900.0,10.8,371.0,,2.55,13,133.0,-13,131.5
1968-11-14,7.6,31000.0,12.9,376.0,,3.11,10,120.0,-8,131.3
1968-11-15,5.6,51800.0,13.3,338.0,,3.03,7,119.0,-7,133.5
1968-11-16,12.8,64000.0,38.2,547.0,,23.04,27,119.0,6,127.6
1968-11-17,10.9,,,,,,33,116.0,-32,140.5
1968-11-18,5.6,,,,,,33,109.0,-50,148.0
1968-11-19,4.7,,,,,,17,113.0,-29,141.3
1968-11-20,13.5,,,,,,27,130.0,-23,139.1
1968-11-21,7.3,,,,,,17,119.0,-31,133.8
1968-11-22,6.0,60333.0,4.0,504.0,,2.05,13,115.0,-20,131.0
1968-11-23,5.2,109500.0,2.2,546.0,,1.3,13,108.0,-11,132.3
1968-11-24,10.1,,,,,,13,95.0,11,134.2
1968-11-25,7.0,,,,,,20,113.0,-3,135.3
1968-11-26,4.8,,,,,,17,126.0,-8,135.2
1968-11-27,4.9,,,,,,23,123.0,-13,134.1
1968-11-28,,,,,,,17,103.0,-11,129.6
1968-11-29,5.5,,,,,,10,103.0,-5,128.2
1968-11-30,6.2,,,,,,3,118.0,-5,128.6
1968-12-01,6.4,,,,,,20,147.0,-16,140.2
1968-12-02,6.7,,,,,,17,154.0,-5,149.9
1968-12-03,7.5,,,,,,33,160.0,-24,149.6
1968-12-04,5.9,,,,,,33,164.0,-27,147.9
1968-12-05,7.3,,,,,,37,167.0,-28,146.6
1968-12-06,5.6,,,,,,20,166.0,-29,142.9
1968-12-07,4.2,,,404.0,,,10,164.0,-18,140.2
1968-12-08,6.1,,,362.0,,,23,173.0,-21,141.8
1968-12-09,5.1,,,,,,13,184.0,-16,145.6
1968-12-10,6.0,,,,,,27,166.0,-18,148.0
1968-12-11,6.8,,4.7,440.0,,1.86,17,143.0,-9,143.6
1968-12-12,6.7,,2.3,490.0,,1.09,17,96.0,-17,139.0
1968-12-13,4.9,,1.2,459.0,,0.51,13,106.0,-15,131.5
1968-12-14,4.4,,1.1,433.0,,0.41,7,115.0,-14,134.3
1968-12-15,6.6,,8.4,384.0,,2.46,17,119.0,-4,134.1
1968-12-16,7.6,,3.0,410.0,,1.01,20,95.0,-7,127.0
1968-12-17,5.0,,3.6,382.0,,1.03,10,109.0,-8,130.2
1968-12-18,7.2,,6.1,410.0,,1.98,20,132.0,1,133.9
1968-12-19,6.5,,3.2,483.0,,1.49,27,143.0,-7,141.9
1968-12-20,5.1,,3.1,449.0,,1.25,7,144.0,0,144.7
1968-12-21,6.2,,4.9,497.0,,2.36,27,152.0,-6,147.1
1968-12-22,6.7,,2.8,535.0,,1.56,27,161.0,-17,147.3
1968-12-23,5.9,,1.9,553.0,,1.15,27,161.0,-16,146.3
1968-12-24,3.1,,6.0,486.0,,2.83,20,177.0,-18,154.0
1968-12-25,7.3,,9.5,515.0,,5.19,30,185.0,-9,155.3
1968-12-26,6.6,,5.3,447.0,,2.13,10,198.0,-7,154.0
1968-12-27,9.3,,5.0,451.0,,2.03,27,210.0,-17,163.5
1968-12-28,4.6,,3.1,469.0,,1.39,13,197.0,-13,150.7
1968-12-29,6.0,,3.7,435.0,,1.39,20,197.0,-13,147.2
1968-12-30,5.8,,3.7,407.0,,1.27,20,169.0,-16,144.2
1968-12-31,6.6,,4.3,398.0,,1.37,20,166.0,-12,139.6
1969-01-01,5.6,92733.0,1.7,468.0,,0.72,20,96.0,-12,139.9
1969-01-02,4.4,20800.0,2.6,440.0,,1.0,7,106.0,-5,142.1
1969-01-03,5.4,31429.0,3.5,359.0,,0.91,3,102.0,4,144.1
1969-01-04,5.0,36231.0,3.5,366.0,,0.94,7,139.0,3,154.5
1969-01-05,4.1,,3.5,320.0,,0.73,7,166.0,2,162.5
1969-01-06,3.4,12500.0,5.2,286.0,,0.82,3,181.0,0,178.9
1969-01-07,11.6,50700.0,14.2,349.0,,3.05,20,207.0,3,183.0
1969-01-08,6.0,53111.0,2.7,470.0,,1.17,20,219.0,-9,183.1
1969-01-09,4.7,44429.0,2.5,390.0,,0.76,13,215.0,-9,183.3
1969-01-10,3.8,27500.0,3.3,358.0,,0.84,7,212.0,-3,169.3
1969-01-11,4.6,29500.0,4.8,354.0,,1.22,13,195.0,2,168.5
1969-01-12,6.6,79250.0,5.6,375.0,,1.58,13,194.0,-8,163.1
1969-01-13,4.0,65000.0,5.3,347.0,,1.37,3,176.0,-1,157.2
1969-01-14,7.7,74737.0,4.1,377.0,,1.16,20,169.0,-5,153.3
1969-01-15,8.1,60500.0,4.7,425.0,,1.77,27,164.0,-10,154.1
1969-01-16,7.9,132067.0,4.2,509.0,,2.16,23,164.0,-6,152.8
1969-01-17,6.8,148470.0,1.6,570.0,,1.0,37,142.0,-17,149.1
1969-01-18,5.2,117333.0,2.5,559.0,,1.59,33,120.0,-14,144.3
1969-01-19,4.3,125292.0,2.0,570.0,,1.29,23,103.0,-10,131.6
1969-01-20,3.6,130312.0,2.2,545.0,,1.33,23,108.0,-7,128.0
1969-01-21,2.5,32863.0,1.4,459.0,,0.59,17,120.0,-4,131.9
1969-01-22,2.9,37321.0,2.4,373.0,,0.65,10,149.0,-1,133.9
1969-01-23,4.2,179866.0,10.7,296.0,,1.83,13,125.0,6,124.8
1969-01-24,11.0,108680.0,5.5,393.0,,1.61,20,137.0,-5,130.8
1969-01-25,11.5,226182.0,4.9,544.0,,2.69,40,146.0,-33,134.1
1969-01-26,7.1,167750.0,2.3,650.0,,2.05,33,142.0,-19,142.2
1969-01-27,5.9,102333.0,1.1,531.0,,0.65,27,120.0,-27,131.5
1969-01-28,4.8,58667.0,1.2,473.0,,0.54,13,112.0,-16,129.6
1969-01-29,4.3,27667.0,1.3,417.0,,0.46,7,116.0,-9,129.2
1969-01-30,5.0,49750.0,3.3,408.0,,1.08,13,113.0,-5,126.1
1969-01-31,7.7,,2.5,390.0,,0.75,17,123.0,-10,126.4
1969-02-01,8.0,,1.7,378.0,,0.49,7,130.0,-7,129.8
1969-02-02,11.4,95857.0,8.0,473.0,,5.04,30,136.0,-36,139.0
1969-02-03,7.3,56094.0,6.9,592.0,,4.86,53,139.0,-94,139.1
1969-02-04,8.5,36783.0,6.7,516.0,,3.57,27,122.0,-39,137.8
1969-02-05,3.9,61677.0,4.8,460.0,,2.05,20,133.0,-33,138.9
1969-02-06,5.6,72591.0,6.2,438.0,,2.4,27,143.0,-18,138.5
1969-02-07,5.6,60228.0,3.7,396.0,,1.18,20,173.0,-21,140.3
1969-02-08,5.7,60540.0,5.5,394.0,,1.7,20,154.0,-18,134.3
1969-02-09,5.0,41886.0,3.8,376.0,,1.08,10,144.0,-14,133.3
1969-02-10,6.7,60247.0,4.5,402.0,,1.48,23,120.0,-12,129.6
1969-02-11,13.1,35343.0,5.8,500.0,,3.0,53,105.0,-82,128.9
1969-02-12,8.4,48891.0,2.0,411.0,,0.69,20,91.0,-59,124.6
1969-02-13,5.5,72378.0,3.7,391.0,,1.11,23,78.0,-40,126.2
1969-02-14,5.1,82982.0,2.9,437.0,,1.11,20,76.0,-26,125.0
1969-02-15,7.1,105000.0,5.3,433.0,,1.97,33,99.0,-21,124.8
1969-02-16,4.7,56714.0,2.7,464.0,,1.18,23,123.0,-19,128.0
1969-02-17,3.3,44500.0,1.5,405.0,,0.49,10,147.0,-12,134.3
1969-02-18,3.1,,8.4,287.0,,1.38,3,143.0,-5,139.4
1969-02-19,6.6,86579.0,9.6,372.0,,2.56,20,178.0,5,150.0
1969-02-20,8.2,142417.0,4.9,452.0,,1.95,20,201.0,-2,159.1
1969-02-21,5.1,,2.1,468.0,,0.94,17,239.0,-3,169.2
1969-02-22,5.0,69706.0,4.7,395.0,,1.46,10,280.0,2,184.7
1969-02-23,7.6,104443.0,5.8,446.0,,2.24,20,293.0,2,201.4
1969-02-24,5.2,139934.0,3.1,501.0,,1.59,17,304.0,0,205.8
1969-02-25,4.4,74533.0,1.9,418.0,,0.68,17,295.0,-2,207.1
1969-02-26,6.2,77666.0,6.4,476.0,,3.02,27,268.0,-2,194.7
1969-02-27,8.2,151370.0,5.6,615.0,,4.28,40,242.0,-15,197.1
1969-02-28,7.0,134342.0,4.4,535.0,,2.71,30,219.0,-34,180.5
1969-03-01,5.2,189831.0,1.6,537.0,,0.96,20,187.0,-22,165.6
1969-03-02,4.0,97980.0,1.7,507.0,,0.85,20,157.0,-24,152.0
1969-03-03,3.2,51929.0,1.5,443.0,,0.61,7,146.0,-11,147.8
1969-03-04,7.6,39297.0,4.8,381.0,,1.51,10,149.0,-5,143.9
1969-03-05,11.7,129752.0,8.2,419.0,,2.86,23,153.0,-2,135.9
1969-03-06,5.5,104113.0,2.9,483.0,,1.36,27,166.0,-11,139.4
1969-03-07,7.6,92541.0,3.9,452.0,,1.56,30,163.0,-17,138.1
